LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.5,10,10,C,1,170,0.8588,0.3482,20.1154,9.3177
0.5,10,10,C,2,170,0.9265,0.1771,42.7302,13.2591
0.5,10,10,C,3,170,0.9216,0.1818,62.1967,12.9825
0.5,10,10,R,1,230,0.7217,0.4481,15.9835,8.4736
0.5,10,10,R,2,230,0.6239,0.3941,33.9536,16.2198
0.5,10,10,R,3,230,0.6536,0.3265,50.9075,17.9859
0.5,10,10,RC,1,160,0.6,0.4899,24.5765,15.4213
0.5,10,10,RC,2,160,0.7625,0.3398,58.1757,22.0225
0.5,10,10,RC,3,160,0.6333,0.2986,75.6722,28.3866
0.5,10,15,C,1,170,0.7529,0.4313,19.8148,11.3974
0.5,10,15,C,2,170,0.8471,0.2714,42.127,18.1372
0.5,10,15,C,3,170,0.8216,0.2402,63.4045,21.3974
0.5,10,15,R,1,230,0.5609,0.4963,16.5659,10.3734
0.5,10,15,R,2,230,0.6283,0.4063,37.2258,18.2267
0.5,10,15,R,3,230,0.5304,0.3649,44.1383,21.3061
0.5,10,15,RC,1,160,0.475,0.4994,19.5892,16.1081
0.5,10,15,RC,2,160,0.5188,0.4104,42.7238,27.7677
0.5,10,15,RC,3,160,0.5042,0.3415,64.4433,32.5118
0.5,10,25,C,2,170,0.7441,0.3265,47.4148,20.1585
0.5,10,25,C,4,170,0.7206,0.2377,85.8988,22.9908
0.5,10,25,C,6,170,0.7039,0.2599,114.1773,36.5967
0.5,10,25,R,2,230,0.5891,0.4192,39.2502,19.0234
0.5,10,25,R,4,230,0.5424,0.3537,76.386,30.4365
0.5,10,25,R,6,230,0.5681,0.3064,113.0415,33.7102
0.5,10,25,RC,2,160,0.4375,0.4021,39.6984,26.4624
0.5,10,25,RC,4,160,0.4531,0.3414,83.4468,47.9154
0.5,10,25,RC,6,160,0.4531,0.3502,124.0666,69.1481
0.75,10,10,C,1,170,0.8353,0.3709,29.6631,14.4492
0.75,10,10,C,2,170,0.9147,0.1881,63.574,20.1162
0.75,10,10,C,3,170,0.8902,0.207,92.2895,19.9935
0.75,10,10,R,1,230,0.6783,0.4671,22.9792,13.1882
0.75,10,10,R,2,230,0.5891,0.4087,47.9383,25.2704
0.75,10,10,R,3,230,0.5783,0.3509,71.9597,28.3796
0.75,10,10,RC,1,160,0.5687,0.4953,35.148,24.1059
0.75,10,10,RC,2,160,0.7375,0.3489,85.6134,34.3842
0.75,10,10,RC,3,160,0.6104,0.3101,110.0337,44.2651
0.75,10,15,C,1,170,0.7118,0.4529,28.4798,17.6522
0.75,10,15,C,2,170,0.7971,0.3139,61.6463,27.5673
0.75,10,15,C,3,170,0.7941,0.2584,93.3959,32.906
0.75,10,15,R,1,230,0.4522,0.4977,22.5742,15.464
0.75,10,15,R,2,230,0.537,0.427,52.2416,28.565
0.75,10,15,R,3,230,0.4478,0.3857,60.179,32.9085
0.75,10,15,RC,1,160,0.425,0.4943,27.5575,24.5765
0.75,10,15,RC,2,160,0.4906,0.4126,60.8935,42.3969
0.75,10,15,RC,3,160,0.4771,0.3346,91.4034,50.6007
0.75,10,25,C,2,170,0.6735,0.3484,68.1908,30.349
0.75,10,25,C,4,170,0.6912,0.2415,123.8258,35.8101
0.75,10,25,C,6,170,0.6696,0.2635,165.1898,57.7448
0.75,10,25,R,2,230,0.513,0.4297,54.1227,29.7326
0.75,10,25,R,4,230,0.4696,0.3732,103.7983,49.1093
0.75,10,25,R,6,230,0.4993,0.3284,155.3462,56.0938
0.75,10,25,RC,2,160,0.4125,0.3935,55.6903,40.5442
0.75,10,25,RC,4,160,0.4234,0.3354,117.2647,73.9356
0.75,10,25,RC,6,160,0.426,0.3495,173.503,108.1389
1.0,10,10,C,1,170,0.8353,0.3709,39.1145,19.7074
1.0,10,10,C,2,170,0.9059,0.1954,84.1165,27.1277
1.0,10,10,C,3,170,0.8824,0.209,121.7055,27.3453
1.0,10,10,R,1,230,0.5913,0.4916,29.1841,17.95
1.0,10,10,R,2,230,0.5457,0.4106,60.9968,34.4708
1.0,10,10,R,3,230,0.5391,0.3587,90.8286,39.7793
1.0,10,10,RC,1,160,0.5687,0.4953,45.47,32.8945
1.0,10,10,RC,2,160,0.7344,0.3488,112.4841,46.8287
1.0,10,10,RC,3,160,0.6104,0.3101,144.0034,60.5872
1.0,10,15,C,1,170,0.7,0.4583,36.9947,24.0876
1.0,10,15,C,2,170,0.7882,0.3243,80.6356,37.1648
1.0,10,15,C,3,170,0.7882,0.2574,122.7864,44.5858
1.0,10,15,R,1,230,0.4217,0.4938,27.6177,20.3485
1.0,10,15,R,2,230,0.5043,0.4248,65.7263,38.9456
1.0,10,15,R,3,230,0.387,0.3901,74.1246,45.0543
1.0,10,15,RC,1,160,0.4188,0.4934,35.1011,33.0792
1.0,10,15,RC,2,160,0.4906,0.4126,78.8315,57.382
1.0,10,15,RC,3,160,0.475,0.3324,117.8812,68.6709
1.0,10,25,C,2,170,0.6706,0.3477,87.6858,40.627
1.0,10,25,C,4,170,0.6824,0.2452,160.9132,49.15
1.0,10,25,C,6,170,0.6637,0.2623,214.978,78.9204
1.0,10,25,R,2,230,0.4804,0.4256,67.7088,40.8203
1.0,10,25,R,4,230,0.4207,0.3671,128.5505,68.9688
1.0,10,25,R,6,230,0.458,0.3336,193.5924,80.1832
1.0,10,25,RC,2,160,0.4125,0.3935,71.4298,54.9269
1.0,10,25,RC,4,160,0.4172,0.3351,149.9811,100.0083
1.0,10,25,RC,6,160,0.425,0.3505,222.067,147.5763
1.5,10,10,C,1,170,0.8294,0.3761,57.9165,30.3624
1.5,10,10,C,2,170,0.9059,0.1954,125.1385,41.5194
1.5,10,10,C,3,170,0.8784,0.2099,180.1512,42.5096
1.5,10,10,R,1,230,0.587,0.4924,40.9941,28.0054
1.5,10,10,R,2,230,0.5326,0.4197,85.8626,53.5961
1.5,10,10,R,3,230,0.513,0.3776,125.9456,64.0849
1.5,10,10,RC,1,160,0.5625,0.4961,66.0344,50.8395
1.5,10,10,RC,2,160,0.725,0.3482,165.8658,71.9739
1.5,10,10,RC,3,160,0.6042,0.3055,211.6188,93.2946
1.5,10,15,C,1,170,0.7,0.4583,53.7465,37.2369
1.5,10,15,C,2,170,0.7882,0.3243,118.5546,56.9821
1.5,10,15,C,3,170,0.7882,0.2574,181.365,68.3111
1.5,10,15,R,1,230,0.4174,0.4931,37.3349,31.0832
1.5,10,15,R,2,230,0.4826,0.4244,90.9271,59.6903
1.5,10,15,R,3,230,0.3797,0.3917,99.4441,70.467
1.5,10,15,RC,1,160,0.4125,0.4923,49.9304,50.443
1.5,10,15,RC,2,160,0.4875,0.4144,114.5959,87.7455
1.5,10,15,RC,3,160,0.4729,0.3343,170.497,105.0156
1.5,10,25,C,2,170,0.6706,0.3477,126.5012,62.2275
1.5,10,25,C,4,170,0.6824,0.2452,234.6937,76.8954
1.5,10,25,C,6,170,0.6618,0.2641,314.174,121.4818
1.5,10,25,R,2,230,0.4717,0.4277,93.804,63.5602
1.5,10,25,R,4,230,0.412,0.3673,174.654,108.7812
1.5,10,25,R,6,230,0.4406,0.3403,263.6327,130.6051
1.5,10,25,RC,2,160,0.4125,0.3935,102.9088,84.1525
1.5,10,25,RC,4,160,0.4156,0.3353,215.0772,152.6071
1.5,10,25,RC,6,160,0.4208,0.3525,318.3183,227.2816
2.0,10,10,C,1,170,0.8294,0.3761,76.6805,41.1334
2.0,10,10,C,2,170,0.9059,0.1954,166.1606,56.0736
2.0,10,10,C,3,170,0.8745,0.2107,238.364,57.9714
2.0,10,10,R,1,230,0.587,0.4924,52.727,38.4568
2.0,10,10,R,2,230,0.5196,0.4256,110.361,73.388
2.0,10,10,R,3,230,0.5015,0.3879,159.9783,89.739
2.0,10,10,RC,1,160,0.5625,0.4961,86.4922,68.9771
2.0,10,10,RC,2,160,0.7219,0.348,218.6122,97.0842
2.0,10,10,RC,3,160,0.6021,0.3062,278.7841,125.8751
2.0,10,15,C,1,170,0.7,0.4583,70.4983,50.6192
2.0,10,15,C,2,170,0.7882,0.3243,156.4736,77.0834
2.0,10,15,C,3,170,0.7882,0.2574,239.9436,92.2884
2.0,10,15,R,1,230,0.413,0.4924,46.9422,42.3932
2.0,10,15,R,2,230,0.4783,0.4242,115.4826,80.8441
2.0,10,15,R,3,230,0.3797,0.3917,124.4682,96.6177
2.0,10,15,RC,1,160,0.4125,0.4923,64.7453,68.1082
2.0,10,15,RC,2,160,0.4844,0.4162,150.213,118.3423
2.0,10,15,RC,3,160,0.4708,0.3362,222.8181,141.7427
2.0,10,25,C,2,170,0.6706,0.3477,165.3167,84.333
