LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
2.0,10,25,C,4,170,0.6824,0.2452,308.4381,105.051
2.0,10,25,C,6,170,0.6608,0.265,413.2742,164.4442
2.0,10,25,R,2,230,0.4674,0.4248,119.5161,86.6572
2.0,10,25,R,4,230,0.4076,0.3692,220.1171,149.5456
2.0,10,25,R,6,230,0.437,0.3419,332.201,182.3084
2.0,10,25,RC,2,160,0.4125,0.3935,134.3878,113.5967
2.0,10,25,RC,4,160,0.4156,0.3353,280.1125,205.5008
2.0,10,25,RC,6,160,0.4198,0.3535,414.0854,307.5636
3.0,10,10,C,1,170,0.8176,0.3861,114.153,62.8412
3.0,10,10,C,2,170,0.9059,0.1954,248.2047,85.3366
3.0,10,10,C,3,170,0.8706,0.2114,354.3819,89.3453
3.0,10,10,R,1,230,0.587,0.4924,76.1927,59.8341
3.0,10,10,R,2,230,0.5152,0.4283,158.1637,113.9166
3.0,10,10,R,3,230,0.5015,0.3879,227.3314,142.4995
3.0,10,10,RC,1,160,0.5625,0.4961,127.4078,105.5008
3.0,10,10,RC,2,160,0.7219,0.348,324.101,147.8494
3.0,10,10,RC,3,160,0.5979,0.303,412.0677,190.7267
3.0,10,15,C,1,170,0.7,0.4583,104.0018,77.5999
3.0,10,15,C,2,170,0.7882,0.3243,232.3117,117.5546
3.0,10,15,C,3,170,0.7863,0.2571,356.8548,140.3211
3.0,10,15,R,1,230,0.413,0.4924,66.1211,65.6677
3.0,10,15,R,2,230,0.4739,0.4265,164.0046,124.1784
3.0,10,15,R,3,230,0.3768,0.3932,174.2141,149.5896
3.0,10,15,RC,1,160,0.4125,0.4923,94.3753,103.7378
3.0,10,15,RC,2,160,0.4844,0.4162,221.09,179.8709
3.0,10,15,RC,3,160,0.4687,0.3381,327.0147,215.7712
3.0,10,25,C,2,170,0.6706,0.3477,242.9476,129.0193
3.0,10,25,C,4,170,0.6824,0.2452,455.9057,161.7059
3.0,10,25,C,6,170,0.6608,0.265,611.41,250.6904
3.0,10,25,R,2,230,0.4587,0.4266,170.4315,133.2139
3.0,10,25,R,4,230,0.4033,0.3725,309.9777,232.4349
3.0,10,25,R,6,230,0.4326,0.3436,468.1973,287.2653
3.0,10,25,RC,2,160,0.4125,0.3935,197.3458,172.6935
3.0,10,25,RC,4,160,0.4156,0.3353,410.1831,311.5718
3.0,10,25,RC,6,160,0.4198,0.3535,605.5683,468.4896
5.0,10,10,C,1,170,0.8176,0.3861,188.6185,106.8462
5.0,10,10,C,2,170,0.9059,0.1954,412.2929,144.041
5.0,10,10,C,3,170,0.8706,0.2114,585.6787,153.2092
5.0,10,10,R,1,230,0.587,0.4924,123.1241,103.1035
5.0,10,10,R,2,230,0.5152,0.4283,253.7499,196.1577
5.0,10,10,R,3,230,0.4986,0.3879,361.5576,249.3538
5.0,10,10,RC,1,160,0.5625,0.4961,209.239,178.8306
5.0,10,10,RC,2,160,0.7219,0.348,535.0785,250.0095
5.0,10,10,RC,3,160,0.5979,0.303,678.3997,321.2125
5.0,10,15,C,1,170,0.7,0.4583,171.0089,131.8054
5.0,10,15,C,2,170,0.7882,0.3243,383.9877,198.8048
5.0,10,15,C,3,170,0.7863,0.2571,590.5655,236.7155
5.0,10,15,R,1,230,0.413,0.4924,104.4789,112.9407
5.0,10,15,R,2,230,0.4587,0.4342,258.3599,211.8094
5.0,10,15,R,3,230,0.3754,0.394,273.1892,256.5473
5.0,10,15,RC,1,160,0.4125,0.4923,153.6352,175.3415
5.0,10,15,RC,2,160,0.4844,0.4162,362.844,303.4363
5.0,10,15,RC,3,160,0.4687,0.3381,535.2614,364.4865
5.0,10,25,C,2,170,0.6706,0.3477,398.2094,218.9317
5.0,10,25,C,4,170,0.6824,0.2452,750.6612,275.3669
5.0,10,25,C,6,170,0.6608,0.265,1007.6816,423.4651
5.0,10,25,R,2,230,0.4587,0.4266,270.8685,227.1764
5.0,10,25,R,4,230,0.4011,0.3741,488.5469,400.1639
5.0,10,25,R,6,230,0.4304,0.3458,737.5959,499.4268
5.0,10,25,RC,2,160,0.4125,0.3935,323.2619,291.1278
5.0,10,25,RC,4,160,0.4156,0.3353,670.3242,524.044
5.0,10,25,RC,6,160,0.4188,0.3545,987.9608,791.1869
