LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.75,0.5,15,R,3,230,0.4464,0.3867,60.1691,32.9111
0.75,0.5,15,RC,1,160,0.425,0.4943,27.5575,24.5765
0.75,0.5,15,RC,2,160,0.4875,0.4144,60.8714,42.393
0.75,0.5,15,RC,3,160,0.475,0.3366,91.3609,50.6204
0.75,0.5,25,C,2,170,0.6735,0.3484,68.1908,30.349
0.75,0.5,25,C,4,170,0.6912,0.2415,123.8258,35.8101
0.75,0.5,25,C,6,170,0.6696,0.2635,165.1898,57.7448
0.75,0.5,25,R,2,230,0.513,0.4297,54.1033,29.7202
0.75,0.5,25,R,4,230,0.4674,0.3752,103.6291,49.2506
0.75,0.5,25,R,6,230,0.4949,0.3313,155.0836,56.3024
0.75,0.5,25,RC,2,160,0.4125,0.3935,55.6208,40.5626
0.75,0.5,25,RC,4,160,0.4219,0.3368,116.9618,74.144
0.75,0.5,25,RC,6,160,0.426,0.3495,173.4345,108.2072
1.0,0.5,10,C,1,170,0.8353,0.3709,39.1145,19.7074
1.0,0.5,10,C,2,170,0.9059,0.1954,84.1165,27.1277
1.0,0.5,10,C,3,170,0.8824,0.209,121.7055,27.3453
1.0,0.5,10,R,1,230,0.5913,0.4916,29.1841,17.95
1.0,0.5,10,R,2,230,0.5457,0.4106,60.9707,34.467
1.0,0.5,10,R,3,230,0.5391,0.3587,90.8286,39.7793
1.0,0.5,10,RC,1,160,0.5687,0.4953,45.47,32.8945
1.0,0.5,10,RC,2,160,0.7344,0.3488,112.4206,46.9489
1.0,0.5,10,RC,3,160,0.6062,0.3093,143.6986,60.6637
1.0,0.5,15,C,1,170,0.7,0.4583,36.9947,24.0876
1.0,0.5,15,C,2,170,0.7882,0.3243,80.6356,37.1648
1.0,0.5,15,C,3,170,0.7882,0.2574,122.7864,44.5858
1.0,0.5,15,R,1,230,0.4174,0.4931,27.5367,20.2843
1.0,0.5,15,R,2,230,0.4978,0.4209,65.588,38.79
1.0,0.5,15,R,3,230,0.3855,0.3909,74.017,45.1017
1.0,0.5,15,RC,1,160,0.4188,0.4934,35.1011,33.0792
1.0,0.5,15,RC,2,160,0.4875,0.4144,78.693,57.3846
1.0,0.5,15,RC,3,160,0.4729,0.3343,117.7223,68.7644
1.0,0.5,25,C,2,170,0.6706,0.3477,87.6858,40.627
1.0,0.5,25,C,4,170,0.6824,0.2452,160.9132,49.15
1.0,0.5,25,C,6,170,0.6637,0.2623,214.978,78.9204
1.0,0.5,25,R,2,230,0.4761,0.4279,67.6581,40.8009
1.0,0.5,25,R,4,230,0.4174,0.3675,128.1563,69.1823
1.0,0.5,25,R,6,230,0.4522,0.3364,192.8961,80.5841
1.0,0.5,25,RC,2,160,0.4125,0.3935,71.3603,54.9604
1.0,0.5,25,RC,4,160,0.4172,0.3351,149.6711,100.2651
1.0,0.5,25,RC,6,160,0.425,0.3505,221.9985,147.6488
1.5,0.5,10,C,1,170,0.8294,0.3761,57.9165,30.3624
1.5,0.5,10,C,2,170,0.9059,0.1954,125.1385,41.5194
1.5,0.5,10,C,3,170,0.8784,0.2099,180.1512,42.5096
1.5,0.5,10,R,1,230,0.587,0.4924,40.9941,28.0054
1.5,0.5,10,R,2,230,0.5326,0.4197,85.8173,53.6095
1.5,0.5,10,R,3,230,0.5116,0.3789,125.9173,64.0921
1.5,0.5,10,RC,1,160,0.5625,0.4961,66.0344,50.8395
1.5,0.5,10,RC,2,160,0.7219,0.348,165.7782,72.0817
1.5,0.5,10,RC,3,160,0.5979,0.3053,210.8665,93.2184
1.5,0.5,15,C,1,170,0.7,0.4583,53.7465,37.2369
1.5,0.5,15,C,2,170,0.7882,0.3243,118.5546,56.9821
1.5,0.5,15,C,3,170,0.7882,0.2574,181.365,68.3111
1.5,0.5,15,R,1,230,0.413,0.4924,37.145,31.0147
1.5,0.5,15,R,2,230,0.4717,0.4277,90.3955,59.1811
1.5,0.5,15,R,3,230,0.3768,0.3932,99.0902,70.6542
1.5,0.5,15,RC,1,160,0.4125,0.4923,49.9304,50.443
1.5,0.5,15,RC,2,160,0.4844,0.4162,114.2245,87.822
1.5,0.5,15,RC,3,160,0.4708,0.3362,170.1054,105.2924
1.5,0.5,25,C,2,170,0.6706,0.3477,126.5012,62.2275
1.5,0.5,25,C,4,170,0.6824,0.2452,234.6937,76.8954
1.5,0.5,25,C,6,170,0.6618,0.2641,314.174,121.4818
1.5,0.5,25,R,2,230,0.4674,0.4299,93.4696,63.5798
1.5,0.5,25,R,4,230,0.4065,0.3715,173.668,109.3112
1.5,0.5,25,R,6,230,0.4341,0.3442,261.7503,131.5475
1.5,0.5,25,RC,2,160,0.4125,0.3935,102.8393,84.2004
1.5,0.5,25,RC,4,160,0.4156,0.3353,214.7672,152.9076
1.5,0.5,25,RC,6,160,0.4198,0.3535,318.2142,227.3877
2.0,0.5,10,C,1,170,0.8294,0.3761,76.6805,41.1334
2.0,0.5,10,C,2,170,0.9059,0.1954,166.1606,56.0736
2.0,0.5,10,C,3,170,0.8745,0.2107,238.364,57.9714
2.0,0.5,10,R,1,230,0.587,0.4924,52.727,38.4568
2.0,0.5,10,R,2,230,0.5196,0.4256,110.3157,73.4129
2.0,0.5,10,R,3,230,0.5015,0.3879,159.7999,89.8379
2.0,0.5,10,RC,1,160,0.5625,0.4961,86.4922,68.9771
2.0,0.5,10,RC,2,160,0.7188,0.3477,218.3171,97.0771
2.0,0.5,10,RC,3,160,0.5979,0.3053,277.475,125.6692
2.0,0.5,15,C,1,170,0.7,0.4583,70.4983,50.6192
2.0,0.5,15,C,2,170,0.7882,0.3243,156.4736,77.0834
2.0,0.5,15,C,3,170,0.7882,0.2574,239.9436,92.2884
2.0,0.5,15,R,1,230,0.413,0.4924,46.7344,42.3884
2.0,0.5,15,R,2,230,0.4674,0.4299,114.3698,80.2984
2.0,0.5,15,R,3,230,0.3754,0.394,123.8992,96.9223
2.0,0.5,15,RC,1,160,0.4125,0.4923,64.7453,68.1082
2.0,0.5,15,RC,2,160,0.4844,0.4162,149.663,118.5249
2.0,0.5,15,RC,3,160,0.4708,0.3362,222.3997,142.1096
2.0,0.5,25,C,2,170,0.6706,0.3477,165.3167,84.333
2.0,0.5,25,C,4,170,0.6824,0.2452,308.4381,105.051
2.0,0.5,25,C,6,170,0.6608,0.265,413.2742,164.4442
2.0,0.5,25,R,2,230,0.463,0.427,118.9127,86.7586
2.0,0.5,25,R,4,230,0.4011,0.3741,218.4285,150.5287
2.0,0.5,25,R,6,230,0.4304,0.3458,329.0456,183.8908
2.0,0.5,25,RC,2,160,0.4125,0.3935,134.3183,113.6515
2.0,0.5,25,RC,4,160,0.4156,0.3353,279.8025,205.822
2.0,0.5,25,RC,6,160,0.4188,0.3545,413.7605,307.8662
3.0,0.5,10,C,1,170,0.8176,0.3861,114.153,62.8412
3.0,0.5,10,C,2,170,0.9059,0.1954,248.2047,85.3366
3.0,0.5,10,C,3,170,0.8706,0.2114,354.3819,89.3453
3.0,0.5,10,R,1,230,0.5826,0.4931,76.0205,59.6657
3.0,0.5,10,R,2,230,0.5109,0.431,157.9706,114.0125
3.0,0.5,10,R,3,230,0.4971,0.3892,226.8637,142.6643
3.0,0.5,10,RC,1,160,0.5625,0.4961,127.4078,105.5008
3.0,0.5,10,RC,2,160,0.7188,0.3477,323.3909,147.6958
3.0,0.5,10,RC,3,160,0.5937,0.3066,409.9066,191.2386
3.0,0.5,15,C,1,170,0.7,0.4583,104.0018,77.5999
3.0,0.5,15,C,2,170,0.7882,0.3243,232.3117,117.5546
3.0,0.5,15,C,3,170,0.7863,0.2571,356.8548,140.3211
3.0,0.5,15,R,1,230,0.413,0.4924,65.9133,65.7253
3.0,0.5,15,R,2,230,0.4565,0.4352,160.8055,123.6313
3.0,0.5,15,R,3,230,0.3739,0.3948,173.0925,150.1354
3.0,0.5,15,RC,1,160,0.4125,0.4923,94.3753,103.7378
3.0,0.5,15,RC,2,160,0.4844,0.4162,220.5401,180.2075
3.0,0.5,15,RC,3,160,0.4687,0.3381,326.5963,216.2141
3.0,0.5,25,C,2,170,0.6706,0.3477,242.9476,129.0193
3.0,0.5,25,C,4,170,0.6824,0.2452,455.9057,161.7059
3.0,0.5,25,C,6,170,0.6608,0.265,611.41,250.6904
3.0,0.5,25,R,2,230,0.4565,0.4277,169.2384,133.4499
3.0,0.5,25,R,4,230,0.4,0.3749,307.2944,234.2585
3.0,0.5,25,R,6,230,0.4275,0.3476,462.5257,290.4512
3.0,0.5,25,RC,2,160,0.4125,0.3935,197.2763,172.7549
3.0,0.5,25,RC,4,160,0.4156,0.3353,409.8731,311.913
3.0,0.5,25,RC,6,160,0.4188,0.3545,604.8015,469.2028
5.0,0.5,10,C,1,170,0.8176,0.3861,188.6185,106.8462
5.0,0.5,10,C,2,170,0.9059,0.1954,412.2929,144.041
5.0,0.5,10,C,3,170,0.8706,0.2114,585.6787,153.2092
5.0,0.5,10,R,1,230,0.5826,0.4931,122.5046,102.7234
5.0,0.5,10,R,2,230,0.5065,0.4336,252.1326,196.6533
5.0,0.5,10,R,3,230,0.4942,0.3916,359.5903,250.2505
5.0,0.5,10,RC,1,160,0.5625,0.4961,209.239,178.8306
5.0,0.5,10,RC,2,160,0.7188,0.3477,533.5387,249.6609
5.0,0.5,10,RC,3,160,0.5937,0.3066,674.457,323.4467
5.0,0.5,15,C,1,170,0.7,0.4583,171.0089,131.8054
5.0,0.5,15,C,2,170,0.7882,0.3243,383.9877,198.8048
5.0,0.5,15,C,3,170,0.7863,0.2571,590.5655,236.7155
5.0,0.5,15,R,1,230,0.413,0.4924,104.2711,113.0447
5.0,0.5,15,R,2,230,0.4565,0.4352,253.3732,212.7029
5.0,0.5,15,R,3,230,0.3739,0.3948,271.4703,257.4124
5.0,0.5,15,RC,1,160,0.4125,0.4923,153.6352,175.3415
5.0,0.5,15,RC,2,160,0.4844,0.4162,362.2941,303.8926
5.0,0.5,15,RC,3,160,0.4687,0.3381,534.843,364.9877
5.0,0.5,25,C,2,170,0.6706,0.3477,398.2094,218.9317
5.0,0.5,25,C,4,170,0.6824,0.2452,750.6612,275.3669
5.0,0.5,25,C,6,170,0.6608,0.265,1007.6816,423.4651
5.0,0.5,25,R,2,230,0.4565,0.4277,269.0821,227.7631
5.0,0.5,25,R,4,230,0.3989,0.3757,484.3627,403.2608
5.0,0.5,25,R,6,230,0.4268,0.3483,728.6394,505.5074
5.0,0.5,25,RC,2,160,0.4125,0.3935,323.1923,291.1943
5.0,0.5,25,RC,4,160,0.4156,0.3353,670.0142,524.4008
5.0,0.5,25,RC,6,160,0.4188,0.3545,986.8837,792.2645
