LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.75,2,25,R,4,230,0.7435,0.2606,136.2512,34.6779
0.75,2,25,R,6,230,0.7051,0.2498,186.9459,43.3168
0.75,2,25,RC,2,160,0.7219,0.348,85.3438,37.0457
0.75,2,25,RC,4,160,0.6953,0.2967,171.7326,61.6298
0.75,2,25,RC,6,160,0.7427,0.2621,265.9127,77.8831
1.0,2,10,C,1,170,0.9235,0.2657,41.2094,17.6905
1.0,2,10,C,2,170,0.9676,0.123,87.3715,24.4343
1.0,2,10,C,3,170,0.9431,0.1401,125.944,23.7922
1.0,2,10,R,1,230,0.7609,0.4266,31.7273,17.6802
1.0,2,10,R,2,230,0.7935,0.3017,76.1762,26.9402
1.0,2,10,R,3,230,0.742,0.3032,109.4878,37.0973
1.0,2,10,RC,1,160,0.7688,0.4216,59.0873,28.8867
1.0,2,10,RC,2,160,0.9,0.2,132.095,28.571
1.0,2,10,RC,3,160,0.8208,0.2201,184.353,44.2791
1.0,2,15,C,1,170,0.9,0.3,43.7017,20.8238
1.0,2,15,C,2,170,0.9118,0.2125,87.8205,33.9515
1.0,2,15,C,3,170,0.8961,0.178,133.2261,40.0276
1.0,2,15,R,1,230,0.7043,0.4563,36.5658,19.7292
1.0,2,15,R,2,230,0.6978,0.3686,80.1968,35.4077
1.0,2,15,R,3,230,0.6087,0.3469,94.7819,42.2128
1.0,2,15,RC,1,160,0.7375,0.44,53.9947,29.963
1.0,2,15,RC,2,160,0.7438,0.3491,113.2835,48.2724
1.0,2,15,RC,3,160,0.7667,0.2759,175.3858,56.8146
1.0,2,25,C,2,170,0.8647,0.2699,102.7999,40.918
1.0,2,25,C,4,170,0.8706,0.1698,192.1122,43.1073
1.0,2,25,C,6,170,0.8108,0.1887,242.989,67.1992
1.0,2,25,R,2,230,0.7022,0.3511,84.7507,36.1417
1.0,2,25,R,4,230,0.725,0.2722,177.3158,48.7724
1.0,2,25,R,6,230,0.6985,0.2534,243.4586,61.4975
1.0,2,25,RC,2,160,0.7188,0.3477,112.6297,50.1136
1.0,2,25,RC,4,160,0.6953,0.2967,225.6714,84.9732
1.0,2,25,RC,6,160,0.7417,0.2621,350.5901,107.3535
1.5,2,10,C,1,170,0.8941,0.3077,61.4269,26.9825
1.5,2,10,C,2,170,0.9676,0.123,130.9203,36.8942
1.5,2,10,C,3,170,0.9392,0.1431,188.3317,36.2828
1.5,2,10,R,1,230,0.7522,0.4318,46.6252,27.5329
1.5,2,10,R,2,230,0.7826,0.3171,111.1889,43.2946
1.5,2,10,R,3,230,0.7333,0.3161,159.417,57.8405
1.5,2,10,RC,1,160,0.7688,0.4216,87.4849,44.8468
1.5,2,10,RC,2,160,0.9,0.2,197.5277,43.9081
1.5,2,10,RC,3,160,0.8208,0.2201,274.8906,67.8672
1.5,2,15,C,1,170,0.8824,0.3222,64.7727,31.8114
1.5,2,15,C,2,170,0.9118,0.2125,131.3545,51.525
1.5,2,15,C,3,170,0.8961,0.178,199.257,60.535
1.5,2,15,R,1,230,0.6913,0.462,52.7761,30.7749
1.5,2,15,R,2,230,0.6783,0.3712,115.7445,54.6772
1.5,2,15,R,3,230,0.5913,0.3573,134.842,66.3218
1.5,2,15,RC,1,160,0.7375,0.44,80.1861,46.1305
1.5,2,15,RC,2,160,0.7438,0.3491,167.9839,74.2894
1.5,2,15,RC,3,160,0.7667,0.2759,260.0482,87.9392
1.5,2,25,C,2,170,0.8647,0.2699,153.1541,62.6118
1.5,2,25,C,4,170,0.8706,0.1698,286.5513,65.9485
1.5,2,25,C,6,170,0.8108,0.1887,361.5805,102.9118
1.5,2,25,R,2,230,0.7022,0.3511,124.1024,56.0594
1.5,2,25,R,4,230,0.7087,0.2844,257.5257,78.6581
1.5,2,25,R,6,230,0.6862,0.2605,354.8697,99.1612
1.5,2,25,RC,2,160,0.7188,0.3477,166.9795,76.459
1.5,2,25,RC,4,160,0.6953,0.2967,333.5156,132.0023
1.5,2,25,RC,6,160,0.7417,0.2621,519.7723,166.5786
2.0,2,10,C,1,170,0.8941,0.3077,81.3733,36.6187
2.0,2,10,C,2,170,0.9676,0.123,174.4691,49.3648
2.0,2,10,C,3,170,0.9353,0.1459,250.5293,48.8038
2.0,2,10,R,1,230,0.7391,0.4391,61.4312,37.5396
2.0,2,10,R,2,230,0.7761,0.3278,146.0321,60.207
2.0,2,10,R,3,230,0.729,0.3192,209.024,79.5154
2.0,2,10,RC,1,160,0.7688,0.4216,115.8826,60.9164
2.0,2,10,RC,2,160,0.9,0.2,262.9604,59.2753
2.0,2,10,RC,3,160,0.8208,0.2201,365.4282,91.5459
2.0,2,15,C,1,170,0.8765,0.329,85.4747,42.929
2.0,2,15,C,2,170,0.9118,0.2125,174.8885,69.1088
2.0,2,15,C,3,170,0.8961,0.178,265.2879,81.0839
2.0,2,15,R,1,230,0.6913,0.462,68.9278,42.2473
2.0,2,15,R,2,230,0.6565,0.3893,150.139,74.0334
2.0,2,15,R,3,230,0.5884,0.358,174.2786,91.1172
2.0,2,15,RC,1,160,0.7375,0.44,106.3776,62.3227
2.0,2,15,RC,2,160,0.7438,0.3491,222.6843,100.4518
2.0,2,15,RC,3,160,0.7667,0.2759,344.7105,119.2132
2.0,2,25,C,2,170,0.8647,0.2699,203.5083,84.3449
2.0,2,25,C,4,170,0.8706,0.1698,380.9903,88.8345
2.0,2,25,C,6,170,0.8108,0.1887,480.1719,138.6639
2.0,2,25,R,2,230,0.6978,0.3505,163.2639,75.9806
2.0,2,25,R,4,230,0.7033,0.285,336.6609,109.7781
2.0,2,25,R,6,230,0.6775,0.2683,464.3121,138.1686
2.0,2,25,RC,2,160,0.7188,0.3477,221.3103,102.9299
2.0,2,25,RC,4,160,0.6953,0.2967,441.3578,179.1777
2.0,2,25,RC,6,160,0.7417,0.2621,688.9196,225.9648
3.0,2,10,C,1,170,0.8765,0.329,121.1828,56.1635
3.0,2,10,C,2,170,0.9676,0.123,261.5666,74.3164
3.0,2,10,C,3,170,0.9333,0.1473,374.609,73.989
3.0,2,10,R,1,230,0.7391,0.4391,90.8471,57.8089
3.0,2,10,R,2,230,0.7717,0.3347,215.4541,94.7656
3.0,2,10,R,3,230,0.7203,0.3223,307.557,123.8074
3.0,2,10,RC,1,160,0.7688,0.4216,172.6779,93.1575
3.0,2,10,RC,2,160,0.9,0.2,393.8257,90.0382
3.0,2,10,RC,3,160,0.8208,0.2201,546.5034,138.99
3.0,2,15,C,1,170,0.8765,0.329,126.8434,65.6735
3.0,2,15,C,2,170,0.9118,0.2125,261.9564,104.2866
3.0,2,15,C,3,170,0.8941,0.1787,397.1037,122.1181
3.0,2,15,R,1,230,0.6826,0.4655,101.126,65.552
3.0,2,15,R,2,230,0.65,0.396,217.5054,114.0561
3.0,2,15,R,3,230,0.587,0.3597,252.7776,141.3103
3.0,2,15,RC,1,160,0.7375,0.44,158.7605,94.7308
3.0,2,15,RC,2,160,0.7438,0.3491,332.085,152.9143
3.0,2,15,RC,3,160,0.7667,0.2759,514.0353,181.9011
3.0,2,25,C,2,170,0.8647,0.2699,304.2167,127.8489
3.0,2,25,C,4,170,0.8706,0.1698,569.8685,134.6492
3.0,2,25,C,6,170,0.8108,0.1887,717.3547,210.2061
3.0,2,25,R,2,230,0.6957,0.3501,241.2144,115.778
3.0,2,25,R,4,230,0.7,0.2868,493.9357,173.1219
3.0,2,25,R,6,230,0.6761,0.2693,682.0195,217.7972
3.0,2,25,RC,2,160,0.7188,0.3477,329.9719,155.9818
3.0,2,25,RC,4,160,0.6953,0.2967,657.0422,273.6629
3.0,2,25,RC,6,160,0.7417,0.2621,1027.1639,344.936
5.0,2,10,C,1,170,0.8765,0.329,200.0824,96.3026
5.0,2,10,C,2,170,0.9676,0.123,435.7616,124.232
5.0,2,10,C,3,170,0.9333,0.1473,622.7512,124.6814
5.0,2,10,R,1,230,0.7391,0.4391,149.679,98.5387
5.0,2,10,R,2,230,0.7717,0.3347,354.0276,164.704
5.0,2,10,R,3,230,0.7174,0.3243,503.2267,213.9778
5.0,2,10,RC,1,160,0.7688,0.4216,286.2685,157.7554
5.0,2,10,RC,2,160,0.9,0.2,655.5563,151.5971
5.0,2,10,RC,3,160,0.8208,0.2201,908.6539,233.9784
5.0,2,15,C,1,170,0.8765,0.329,209.5806,111.755
5.0,2,15,C,2,170,0.9118,0.2125,436.0922,174.6542
5.0,2,15,C,3,170,0.8941,0.1787,660.6237,204.34
5.0,2,15,R,1,230,0.6826,0.4655,165.1613,112.7846
5.0,2,15,R,2,230,0.65,0.396,351.0565,197.1907
5.0,2,15,R,3,230,0.5855,0.3601,409.5853,242.5968
5.0,2,15,RC,1,160,0.7375,0.44,263.5263,159.5742
5.0,2,15,RC,2,160,0.7438,0.3491,550.8865,257.9976
5.0,2,15,RC,3,160,0.7667,0.2759,852.6847,307.4371
5.0,2,25,C,2,170,0.8647,0.2699,505.6335,214.9008
5.0,2,25,C,4,170,0.8706,0.1698,947.6247,226.3287
5.0,2,25,C,6,170,0.8108,0.1887,1191.7204,353.3345
5.0,2,25,R,2,230,0.6957,0.3501,396.9509,195.8396
5.0,2,25,R,4,230,0.7,0.2868,808.1635,301.06
5.0,2,25,R,6,230,0.6754,0.2695,1116.9433,378.3765
5.0,2,25,RC,2,160,0.7188,0.3477,547.2952,262.2137
5.0,2,25,RC,4,160,0.6953,0.2967,1088.411,462.7871
5.0,2,25,RC,6,160,0.7417,0.2621,1703.4475,583.3008
