instance,size,class,level,seed_idx,status,objective,n_emergencies,n_outsourced,n_outsourced_infeasible,n_outsourced_economic,n_inserted,frac_outsourced,outsourcing,tw_penalty,completion_penalty,W,LAMBDA,PI_S,PI_C
030_C101,30,C,2,0,OPTIMAL,257.1844,2,2,2,0,0,1.0,257.1844,0.0,0.0,80,2.0,2.0,1.0
030_C101,30,C,2,1,OPTIMAL,172.8112,2,1,1,0,1,0.5,164.1808,0.0,8.6304,80,2.0,2.0,1.0
030_C101,30,C,2,2,OPTIMAL,175.2177,2,1,1,0,1,0.5,147.2838,0.0,27.9338,80,2.0,2.0,1.0
030_C101,30,C,2,3,OPTIMAL,157.263,2,1,1,0,1,0.5,149.6224,0.0,7.6407,80,2.0,2.0,1.0
030_C101,30,C,2,4,OPTIMAL,87.0373,2,1,1,0,1,0.5,73.3112,0.0,13.7261,80,2.0,2.0,1.0
030_C101,30,C,2,5,OPTIMAL,163.4683,2,1,1,0,1,0.5,157.7524,0.0,5.7159,80,2.0,2.0,1.0
030_C101,30,C,2,6,OPTIMAL,173.2441,2,1,1,0,1,0.5,171.921,0.0,1.3232,80,2.0,2.0,1.0
030_C101,30,C,2,7,OPTIMAL,6.1548,2,0,0,0,2,0.0,0.0,0.0,6.1548,80,2.0,2.0,1.0
030_C101,30,C,2,8,OPTIMAL,163.9133,2,1,1,0,1,0.5,159.4324,0.0,4.481,80,2.0,2.0,1.0
030_C101,30,C,2,9,OPTIMAL,17.2274,2,0,0,0,2,0.0,0.0,0.0,17.2274,80,2.0,2.0,1.0
030_C101,30,C,4,0,OPTIMAL,178.665,4,2,2,0,2,0.5,174.4712,0.0,4.1938,80,2.0,2.0,1.0
030_C101,30,C,4,1,OPTIMAL,199.865,4,1,1,0,3,0.25,166.4121,0.0,33.4528,80,2.0,2.0,1.0
030_C101,30,C,4,2,OPTIMAL,176.1909,4,1,1,0,3,0.25,159.0793,0.0,17.1116,80,2.0,2.0,1.0
030_C101,30,C,4,3,OPTIMAL,7.6028,4,0,0,0,4,0.0,0.0,0.0,7.6028,80,2.0,2.0,1.0
030_C101,30,C,4,4,OPTIMAL,45.359,4,0,0,0,4,0.0,0.0,0.0,45.359,80,2.0,2.0,1.0
030_C101,30,C,4,5,OPTIMAL,427.1952,4,3,3,0,1,0.75,381.3003,0.0,45.8949,80,2.0,2.0,1.0
030_C101,30,C,4,6,OPTIMAL,375.075,4,2,2,0,2,0.5,295.8501,0.0,79.225,80,2.0,2.0,1.0
030_C101,30,C,4,7,OPTIMAL,106.0873,4,1,1,0,3,0.25,77.9647,0.0,28.1226,80,2.0,2.0,1.0
