LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.5,2,10,C,1,170,0.8647,0.342,20.1874,9.2697
0.5,2,10,C,2,170,0.9441,0.1575,43.2035,12.8006
0.5,2,10,C,3,170,0.9353,0.1629,62.8212,11.9549
0.5,2,10,R,1,230,0.7261,0.446,16.0158,8.4393
0.5,2,10,R,2,230,0.6891,0.3522,35.6339,15.1593
0.5,2,10,R,3,230,0.6899,0.3131,52.4138,18.4057
0.5,2,10,RC,1,160,0.6062,0.4886,24.8238,15.2984
0.5,2,10,RC,2,160,0.8094,0.2843,61.0929,18.1163
0.5,2,10,RC,3,160,0.6875,0.2781,81.4096,26.1695
0.5,2,15,C,1,170,0.8,0.4,20.3948,10.9422
0.5,2,15,C,2,170,0.8559,0.2626,42.3763,17.9046
0.5,2,15,C,3,170,0.8529,0.2227,64.8167,21.4778
0.5,2,15,R,1,230,0.6043,0.489,17.3324,10.1713
0.5,2,15,R,2,230,0.6761,0.388,39.6144,17.7729
0.5,2,15,R,3,230,0.5797,0.356,47.4439,21.2516
0.5,2,15,RC,1,160,0.55,0.4975,22.1652,16.1668
0.5,2,15,RC,2,160,0.5437,0.4085,45.0944,26.8809
0.5,2,15,RC,3,160,0.5396,0.331,68.1894,32.116
0.5,2,25,C,2,170,0.7765,0.3163,48.7784,20.374
0.5,2,25,C,4,170,0.7618,0.2149,89.6374,21.5627
0.5,2,25,C,6,170,0.7529,0.2365,118.7303,34.9489
0.5,2,25,R,2,230,0.6152,0.4048,40.2678,18.9161
0.5,2,25,R,4,230,0.6076,0.3315,81.4235,27.8868
0.5,2,25,R,6,230,0.6087,0.303,117.6127,33.474
0.5,2,25,RC,2,160,0.4906,0.4049,43.8659,26.9327
0.5,2,25,RC,4,160,0.5016,0.3519,90.3298,48.2936
0.5,2,25,RC,6,160,0.5156,0.3465,136.1195,66.8488
0.75,2,10,C,1,170,0.8471,0.3599,29.8573,14.3869
0.75,2,10,C,2,170,0.9412,0.1611,64.5362,19.5277
0.75,2,10,C,3,170,0.9078,0.1808,93.3848,18.288
0.75,2,10,R,1,230,0.7087,0.4544,23.0457,13.1306
0.75,2,10,R,2,230,0.6587,0.3698,50.894,23.6221
0.75,2,10,R,3,230,0.6275,0.3361,74.8779,28.7597
0.75,2,10,RC,1,160,0.5813,0.4934,35.5777,24.0312
0.75,2,10,RC,2,160,0.8094,0.2843,90.5915,28.4899
0.75,2,10,RC,3,160,0.675,0.2837,119.2334,40.8205
0.75,2,15,C,1,170,0.7706,0.4205,29.5551,16.8993
0.75,2,15,C,2,170,0.8294,0.3025,62.5623,27.6522
0.75,2,15,C,3,170,0.8314,0.2405,95.9727,32.9638
0.75,2,15,R,1,230,0.513,0.4998,23.9346,15.4133
0.75,2,15,R,2,230,0.5957,0.4112,56.022,27.792
0.75,2,15,R,3,230,0.4913,0.394,65.3494,32.8857
0.75,2,15,RC,1,160,0.5312,0.499,31.8471,24.9754
0.75,2,15,RC,2,160,0.5281,0.4155,64.495,41.622
0.75,2,15,RC,3,160,0.5188,0.3265,97.5463,49.7724
0.75,2,25,C,2,170,0.7353,0.3394,71.1322,31.4884
0.75,2,25,C,4,170,0.7309,0.222,129.7158,33.2234
0.75,2,25,C,6,170,0.7216,0.2417,173.295,54.8866
0.75,2,25,R,2,230,0.5565,0.4158,56.1865,29.4362
0.75,2,25,R,4,230,0.5348,0.361,112.6955,45.5735
0.75,2,25,R,6,230,0.5478,0.3284,163.5951,56.1484
0.75,2,25,RC,2,160,0.4781,0.4045,62.0015,41.1802
0.75,2,25,RC,4,160,0.4813,0.3575,128.1632,75.5955
0.75,2,25,RC,6,160,0.5052,0.3538,193.8572,106.6232
1.0,2,10,C,1,170,0.8471,0.3599,39.4527,19.6036
1.0,2,10,C,2,170,0.9324,0.171,85.6984,26.4073
1.0,2,10,C,3,170,0.902,0.1831,123.3498,24.8914
1.0,2,10,R,1,230,0.6174,0.486,29.3977,17.8551
1.0,2,10,R,2,230,0.613,0.3904,65.3973,32.5154
1.0,2,10,R,3,230,0.5899,0.3439,95.3946,39.8523
1.0,2,10,RC,1,160,0.5813,0.4934,46.1465,32.883
1.0,2,10,RC,2,160,0.8063,0.285,120.0644,38.93
1.0,2,10,RC,3,160,0.6708,0.2838,156.779,55.8082
1.0,2,15,C,1,170,0.7588,0.4278,38.625,23.0505
1.0,2,15,C,2,170,0.8206,0.3142,82.4287,37.6551
1.0,2,15,C,3,170,0.8294,0.2405,126.7242,44.6795
1.0,2,15,R,1,230,0.4739,0.4993,29.6502,20.5953
1.0,2,15,R,2,230,0.5543,0.4148,71.0368,37.8807
1.0,2,15,R,3,230,0.4333,0.3983,80.8926,45.1116
1.0,2,15,RC,1,160,0.5312,0.499,41.3922,33.9171
1.0,2,15,RC,2,160,0.525,0.4176,83.7046,56.7223
1.0,2,15,RC,3,160,0.5146,0.3267,126.3066,67.5115
1.0,2,25,C,2,170,0.7324,0.3393,92.6668,42.8071
1.0,2,25,C,4,170,0.7235,0.2237,169.0503,45.4362
1.0,2,25,C,6,170,0.7196,0.2415,227.0502,74.8734
1.0,2,25,R,2,230,0.5283,0.42,71.048,40.4871
1.0,2,25,R,4,230,0.4957,0.3604,141.5131,64.7413
1.0,2,25,R,6,230,0.5159,0.3366,206.0709,80.6536
1.0,2,25,RC,2,160,0.4781,0.4045,80.1292,55.9016
1.0,2,25,RC,4,160,0.4797,0.3568,165.5924,103.3035
1.0,2,25,RC,6,160,0.5031,0.3557,251.099,146.972
1.5,2,10,C,1,170,0.8412,0.3655,58.5425,30.1298
1.5,2,10,C,2,170,0.9324,0.171,127.96,40.3581
1.5,2,10,C,3,170,0.898,0.1845,182.9079,38.5871
1.5,2,10,R,1,230,0.6087,0.488,41.5422,27.7902
1.5,2,10,R,2,230,0.5891,0.4061,92.8157,51.2135
1.5,2,10,R,3,230,0.5609,0.365,133.8626,63.5734
1.5,2,10,RC,1,160,0.5813,0.4934,67.2842,50.9003
1.5,2,10,RC,2,160,0.8063,0.285,178.848,59.8755
1.5,2,10,RC,3,160,0.6667,0.2814,231.2244,85.7098
1.5,2,15,C,1,170,0.7588,0.4278,56.4869,35.602
1.5,2,15,C,2,170,0.8206,0.3142,122.102,58.0372
1.5,2,15,C,3,170,0.8294,0.2405,188.2008,68.4239
1.5,2,15,R,1,230,0.4696,0.4991,40.7216,31.8804
1.5,2,15,R,2,230,0.5326,0.4197,99.2859,58.2712
1.5,2,15,R,3,230,0.4232,0.4013,109.5209,71.0746
1.5,2,15,RC,1,160,0.525,0.4994,60.3002,51.9658
1.5,2,15,RC,2,160,0.525,0.4176,121.9943,87.3186
1.5,2,15,RC,3,160,0.5125,0.3289,183.4944,103.361
1.5,2,25,C,2,170,0.7324,0.3393,135.5616,66.0369
1.5,2,25,C,4,170,0.7235,0.2237,247.3353,71.1444
1.5,2,25,C,6,170,0.7176,0.2432,334.3982,115.2229
1.5,2,25,R,2,230,0.5109,0.4182,99.5735,62.8709
1.5,2,25,R,4,230,0.4859,0.3665,196.2867,104.3165
1.5,2,25,R,6,230,0.4971,0.3479,286.2179,132.3225
1.5,2,25,RC,2,160,0.4781,0.4045,116.3846,85.7906
1.5,2,25,RC,4,160,0.4781,0.3573,240.2377,159.0776
1.5,2,25,RC,6,160,0.499,0.3591,364.8578,228.4149
2.0,2,10,C,1,170,0.8412,0.3655,77.5944,40.7515
2.0,2,10,C,2,170,0.9324,0.171,170.2216,54.3853
2.0,2,10,C,3,170,0.8941,0.1858,242.2332,52.6103
2.0,2,10,R,1,230,0.6087,0.488,53.5789,38.1209
2.0,2,10,R,2,230,0.5739,0.4131,119.6586,70.7601
2.0,2,10,R,3,230,0.5493,0.3746,171.0032,88.6769
2.0,2,10,RC,1,160,0.5813,0.4934,88.4219,69.0627
2.0,2,10,RC,2,160,0.8063,0.285,237.6315,80.9036
2.0,2,10,RC,3,160,0.6667,0.2814,305.5951,115.8249
2.0,2,15,C,1,170,0.7588,0.4278,74.3487,48.3694
2.0,2,15,C,2,170,0.8206,0.3142,161.7753,78.5831
2.0,2,15,C,3,170,0.8294,0.2405,249.6773,92.3378
2.0,2,15,R,1,230,0.4696,0.4991,51.7654,43.7324
2.0,2,15,R,2,230,0.513,0.4297,126.2453,79.0805
2.0,2,15,R,3,230,0.4232,0.4013,137.7586,97.9036
2.0,2,15,RC,1,160,0.5188,0.4996,79.0267,70.1083
2.0,2,15,RC,2,160,0.525,0.4176,160.2839,118.1163
2.0,2,15,RC,3,160,0.5125,0.3289,240.5934,139.5525
2.0,2,25,C,2,170,0.7324,0.3393,178.4563,89.5425
2.0,2,25,C,4,170,0.7235,0.2237,325.5843,97.3392
2.0,2,25,C,6,170,0.7167,0.2431,441.5975,155.7907
2.0,2,25,R,2,230,0.5022,0.4183,127.4975,85.473
2.0,2,25,R,4,230,0.4739,0.3721,249.8074,145.3151
2.0,2,25,R,6,230,0.4928,0.3509,364.4184,185.4598
2.0,2,25,RC,2,160,0.4781,0.4045,152.6401,115.8907
2.0,2,25,RC,4,160,0.4781,0.3573,314.7892,215.082
2.0,2,25,RC,6,160,0.499,0.3591,478.1977,310.3608
3.0,2,10,C,1,170,0.8294,0.3761,115.6427,62.1435
3.0,2,10,C,2,170,0.9324,0.171,254.7448,82.5131
3.0,2,10,C,3,170,0.8882,0.1877,360.3392,81.2332
3.0,2,10,R,1,230,0.6087,0.488,77.6524,59.2514
3.0,2,10,R,2,230,0.5565,0.4261,171.8264,111.1007
3.0,2,10,R,3,230,0.5406,0.3795,244.3222,140.5044
3.0,2,10,RC,1,160,0.575,0.4943,130.4286,105.4553
3.0,2,10,RC,2,160,0.8063,0.285,355.1985,123.0382
3.0,2,10,RC,3,160,0.6667,0.2814,454.3365,176.3269
3.0,2,15,C,1,170,0.7588,0.4278,110.0723,74.1053
3.0,2,15,C,2,170,0.8206,0.3142,241.122,119.8288
3.0,2,15,C,3,170,0.8275,0.2404,372.3844,140.193
3.0,2,15,R,1,230,0.4652,0.4988,73.7249,67.8399
3.0,2,15,R,2,230,0.5065,0.4336,178.2659,122.1461
3.0,2,15,R,3,230,0.4174,0.4049,193.8146,152.5217
3.0,2,15,RC,1,160,0.5188,0.4996,116.4391,106.6493
3.0,2,15,RC,2,160,0.525,0.4176,236.8633,179.9018
3.0,2,15,RC,3,160,0.5125,0.3289,354.7915,212.2279
3.0,2,25,C,2,170,0.7324,0.3393,264.2458,136.8118
3.0,2,25,C,4,170,0.7235,0.2237,482.0823,150.1387
3.0,2,25,C,6,170,0.7167,0.2431,655.9697,237.0819
3.0,2,25,R,2,230,0.5,0.417,182.7244,131.1989
3.0,2,25,R,4,230,0.4707,0.3744,355.2764,228.526
3.0,2,25,R,6,230,0.4884,0.3539,519.5792,293.381
3.0,2,25,RC,2,160,0.4781,0.4045,225.151,176.2913
3.0,2,25,RC,4,160,0.4781,0.3573,463.8921,327.3152
3.0,2,25,RC,6,160,0.4979,0.3599,704.4093,474.6685
5.0,2,10,C,1,170,0.8294,0.3761,191.2596,105.5138
5.0,2,10,C,2,170,0.9324,0.171,423.7911,138.8539
5.0,2,10,C,3,170,0.8882,0.1877,595.5067,140.0671
5.0,2,10,R,1,230,0.6087,0.488,125.7995,102.0228
5.0,2,10,R,2,230,0.5565,0.4261,274.9143,193.8499
5.0,2,10,R,3,230,0.5348,0.3826,388.9931,246.5812
5.0,2,10,RC,1,160,0.575,0.4943,214.2348,178.5871
5.0,2,10,RC,2,160,0.8063,0.285,590.3326,207.3979
5.0,2,10,RC,3,160,0.6667,0.2814,751.8192,297.644
5.0,2,15,C,1,170,0.7588,0.4278,181.5195,125.8043
5.0,2,15,C,2,170,0.8206,0.3142,399.8152,202.497
5.0,2,15,C,3,170,0.8275,0.2404,617.6869,236.1592
5.0,2,15,R,1,230,0.4652,0.4988,117.4805,116.6445
5.0,2,15,R,2,230,0.5065,0.4336,282.0097,211.1667
5.0,2,15,R,3,230,0.4174,0.4049,305.237,262.9589
5.0,2,15,RC,1,160,0.5188,0.4996,191.2641,180.0552
5.0,2,15,RC,2,160,0.525,0.4176,390.022,303.6918
5.0,2,15,RC,3,160,0.5125,0.3289,583.1876,357.9164
5.0,2,25,C,2,170,0.7324,0.3393,435.8248,231.6448
5.0,2,25,C,4,170,0.7235,0.2237,795.0783,256.1927
5.0,2,25,C,6,170,0.7167,0.2431,1084.7141,399.868
5.0,2,25,R,2,230,0.5,0.417,293.0192,223.7249
5.0,2,25,R,4,230,0.4696,0.3747,565.1113,396.7278
5.0,2,25,R,6,230,0.4884,0.3539,828.1273,511.3022
5.0,2,25,RC,2,160,0.4781,0.4045,370.1728,297.324
5.0,2,25,RC,4,160,0.4781,0.3573,762.098,552.0402
5.0,2,25,RC,6,160,0.4979,0.3599,1156.352,803.8284
