LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.5,1,10,C,1,170,0.8647,0.342,20.1874,9.2697
0.5,1,10,C,2,170,0.9441,0.1575,43.2035,12.8006
0.5,1,10,C,3,170,0.9353,0.1629,62.8212,11.9549
0.5,1,10,R,1,230,0.7261,0.446,16.0158,8.4393
0.5,1,10,R,2,230,0.6891,0.3522,35.6339,15.1593
0.5,1,10,R,3,230,0.6899,0.3131,52.4138,18.4057
0.5,1,10,RC,1,160,0.6062,0.4886,24.8238,15.2984
0.5,1,10,RC,2,160,0.8094,0.2843,61.0929,18.1163
0.5,1,10,RC,3,160,0.6875,0.2781,81.4082,26.1713
0.5,1,15,C,1,170,0.8,0.4,20.3948,10.9422
0.5,1,15,C,2,170,0.8559,0.2626,42.3763,17.9046
0.5,1,15,C,3,170,0.8529,0.2227,64.8167,21.4778
0.5,1,15,R,1,230,0.6043,0.489,17.3324,10.1713
0.5,1,15,R,2,230,0.6761,0.388,39.6144,17.7729
0.5,1,15,R,3,230,0.5797,0.356,47.4439,21.2516
0.5,1,15,RC,1,160,0.55,0.4975,22.1652,16.1668
0.5,1,15,RC,2,160,0.5437,0.4085,45.0944,26.8809
0.5,1,15,RC,3,160,0.5396,0.331,68.189,32.1156
0.5,1,25,C,2,170,0.7765,0.3163,48.7784,20.374
0.5,1,25,C,4,170,0.7618,0.2149,89.6374,21.5627
0.5,1,25,C,6,170,0.7529,0.2365,118.7303,34.9489
0.5,1,25,R,2,230,0.6152,0.4048,40.2678,18.9161
0.5,1,25,R,4,230,0.6076,0.3315,81.4122,27.8926
0.5,1,25,R,6,230,0.6087,0.303,117.6065,33.481
0.5,1,25,RC,2,160,0.4906,0.4049,43.8489,26.9338
0.5,1,25,RC,4,160,0.5,0.3524,90.2703,48.345
0.5,1,25,RC,6,160,0.5156,0.3465,136.1123,66.8558
0.75,1,10,C,1,170,0.8471,0.3599,29.8573,14.3869
0.75,1,10,C,2,170,0.9412,0.1611,64.5362,19.5277
0.75,1,10,C,3,170,0.9078,0.1808,93.3848,18.288
0.75,1,10,R,1,230,0.7087,0.4544,23.0457,13.1306
0.75,1,10,R,2,230,0.6587,0.3698,50.8912,23.6214
0.75,1,10,R,3,230,0.6275,0.3361,74.8779,28.7597
0.75,1,10,RC,1,160,0.5813,0.4934,35.5777,24.0312
0.75,1,10,RC,2,160,0.8094,0.2843,90.5915,28.4899
0.75,1,10,RC,3,160,0.675,0.2837,119.232,40.8223
0.75,1,15,C,1,170,0.7706,0.4205,29.5551,16.8993
0.75,1,15,C,2,170,0.8294,0.3025,62.5623,27.6522
0.75,1,15,C,3,170,0.8314,0.2405,95.9727,32.9638
0.75,1,15,R,1,230,0.5087,0.4999,23.9192,15.3993
0.75,1,15,R,2,230,0.5957,0.4112,56.0197,27.7926
0.75,1,15,R,3,230,0.4884,0.3927,65.3394,32.8804
0.75,1,15,RC,1,160,0.5312,0.499,31.8471,24.9754
0.75,1,15,RC,2,160,0.5281,0.4155,64.495,41.622
0.75,1,15,RC,3,160,0.5188,0.3265,97.5019,49.795
0.75,1,25,C,2,170,0.7353,0.3394,71.1322,31.4884
0.75,1,25,C,4,170,0.7309,0.222,129.7158,33.2234
0.75,1,25,C,6,170,0.7216,0.2417,173.295,54.8866
0.75,1,25,R,2,230,0.5565,0.4158,56.1865,29.4362
0.75,1,25,R,4,230,0.5348,0.361,112.679,45.5852
0.75,1,25,R,6,230,0.5449,0.3303,163.4925,56.1987
0.75,1,25,RC,2,160,0.4781,0.4045,61.9844,41.1884
0.75,1,25,RC,4,160,0.4813,0.3575,128.0917,75.655
0.75,1,25,RC,6,160,0.5042,0.355,193.8335,106.6509
1.0,1,10,C,1,170,0.8471,0.3599,39.4527,19.6036
1.0,1,10,C,2,170,0.9324,0.171,85.6984,26.4073
1.0,1,10,C,3,170,0.902,0.1831,123.3498,24.8914
1.0,1,10,R,1,230,0.6174,0.486,29.3977,17.8551
1.0,1,10,R,2,230,0.6109,0.3924,65.3896,32.5198
1.0,1,10,R,3,230,0.5899,0.3439,95.3946,39.8523
1.0,1,10,RC,1,160,0.5813,0.4934,46.1465,32.883
1.0,1,10,RC,2,160,0.8063,0.285,120.0644,38.93
1.0,1,10,RC,3,160,0.6708,0.2838,156.6724,55.7742
