LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
1.0,1,15,C,1,170,0.7588,0.4278,38.625,23.0505
1.0,1,15,C,2,170,0.8206,0.3142,82.4287,37.6551
1.0,1,15,C,3,170,0.8294,0.2405,126.7242,44.6795
1.0,1,15,R,1,230,0.4739,0.4993,29.6342,20.5888
1.0,1,15,R,2,230,0.5543,0.4148,70.9951,37.8443
1.0,1,15,R,3,230,0.4333,0.3983,80.8281,45.0885
1.0,1,15,RC,1,160,0.5312,0.499,41.3922,33.9171
1.0,1,15,RC,2,160,0.525,0.4176,83.6467,56.7303
1.0,1,15,RC,3,160,0.5146,0.3267,126.2621,67.547
1.0,1,25,C,2,170,0.7324,0.3393,92.6668,42.8071
1.0,1,25,C,4,170,0.7235,0.2237,169.0503,45.4362
1.0,1,25,C,6,170,0.7196,0.2415,227.0502,74.8734
1.0,1,25,R,2,230,0.5283,0.42,71.048,40.4871
1.0,1,25,R,4,230,0.4957,0.3604,141.4674,64.7565
1.0,1,25,R,6,230,0.5138,0.3379,205.8768,80.7411
1.0,1,25,RC,2,160,0.4781,0.4045,80.1121,55.9131
1.0,1,25,RC,4,160,0.4797,0.3568,165.5209,103.3671
1.0,1,25,RC,6,160,0.5031,0.3557,251.0205,147.058
1.5,1,10,C,1,170,0.8412,0.3655,58.5425,30.1298
1.5,1,10,C,2,170,0.9324,0.171,127.96,40.3581
1.5,1,10,C,3,170,0.898,0.1845,182.9079,38.5871
1.5,1,10,R,1,230,0.6087,0.488,41.5422,27.7902
1.5,1,10,R,2,230,0.5891,0.4061,92.7063,51.2878
1.5,1,10,R,3,230,0.5609,0.365,133.8346,63.5898
1.5,1,10,RC,1,160,0.5813,0.4934,67.2842,50.9003
1.5,1,10,RC,2,160,0.8063,0.285,178.848,59.8755
1.5,1,10,RC,3,160,0.6667,0.2814,231.1179,85.7082
1.5,1,15,C,1,170,0.7588,0.4278,56.4869,35.602
1.5,1,15,C,2,170,0.8206,0.3142,122.102,58.0372
1.5,1,15,C,3,170,0.8294,0.2405,188.2008,68.4239
1.5,1,15,R,1,230,0.4696,0.4991,40.6997,31.8834
1.5,1,15,R,2,230,0.5283,0.4226,99.1206,58.1501
1.5,1,15,R,3,230,0.4232,0.4013,109.3654,71.1326
1.5,1,15,RC,1,160,0.525,0.4994,60.3002,51.9658
1.5,1,15,RC,2,160,0.525,0.4176,121.9364,87.3491
1.5,1,15,RC,3,160,0.5125,0.3289,183.4499,103.4086
1.5,1,25,C,2,170,0.7324,0.3393,135.5616,66.0369
1.5,1,25,C,4,170,0.7235,0.2237,247.3353,71.1444
1.5,1,25,C,6,170,0.7176,0.2432,334.3982,115.2229
1.5,1,25,R,2,230,0.5087,0.4195,99.4478,62.8407
1.5,1,25,R,4,230,0.4826,0.3682,195.9835,104.454
1.5,1,25,R,6,230,0.4956,0.3492,285.8031,132.5089
1.5,1,25,RC,2,160,0.4781,0.4045,116.3676,85.8053
1.5,1,25,RC,4,160,0.4781,0.3573,240.1662,159.1449
1.5,1,25,RC,6,160,0.499,0.3591,364.7709,228.5155
2.0,1,10,C,1,170,0.8412,0.3655,77.5944,40.7515
2.0,1,10,C,2,170,0.9324,0.171,170.2216,54.3853
2.0,1,10,C,3,170,0.8941,0.1858,242.2332,52.6103
2.0,1,10,R,1,230,0.6087,0.488,53.5789,38.1209
2.0,1,10,R,2,230,0.5717,0.4148,119.5308,70.8595
2.0,1,10,R,3,230,0.5493,0.3746,170.9552,88.7141
2.0,1,10,RC,1,160,0.5813,0.4934,88.4219,69.0627
2.0,1,10,RC,2,160,0.8063,0.285,237.6315,80.9036
2.0,1,10,RC,3,160,0.6667,0.2814,305.4886,115.8388
2.0,1,15,C,1,170,0.7588,0.4278,74.3487,48.3694
2.0,1,15,C,2,170,0.8206,0.3142,161.7753,78.5831
2.0,1,15,C,3,170,0.8294,0.2405,249.6773,92.3378
2.0,1,15,R,1,230,0.4696,0.4991,51.7436,43.7401
2.0,1,15,R,2,230,0.5109,0.431,125.8034,78.9975
2.0,1,15,R,3,230,0.4217,0.4022,137.5857,97.9946
2.0,1,15,RC,1,160,0.5188,0.4996,79.0267,70.1083
2.0,1,15,RC,2,160,0.525,0.4176,160.2261,118.1576
2.0,1,15,RC,3,160,0.5125,0.3289,240.549,139.6058
2.0,1,25,C,2,170,0.7324,0.3393,178.4563,89.5425
2.0,1,25,C,4,170,0.7235,0.2237,325.5843,97.3392
2.0,1,25,C,6,170,0.7167,0.2431,441.5975,155.7907
2.0,1,25,R,2,230,0.5022,0.4183,127.2974,85.4595
2.0,1,25,R,4,230,0.4728,0.3731,249.1732,145.6632
2.0,1,25,R,6,230,0.4913,0.3519,363.7647,185.8306
2.0,1,25,RC,2,160,0.4781,0.4045,152.623,115.9069
2.0,1,25,RC,4,160,0.4781,0.3573,314.7177,215.151
2.0,1,25,RC,6,160,0.499,0.3591,478.1108,310.4646
3.0,1,10,C,1,170,0.8294,0.3761,115.6427,62.1435
3.0,1,10,C,2,170,0.9324,0.171,254.7448,82.5131
3.0,1,10,C,3,170,0.8882,0.1877,360.3392,81.2332
3.0,1,10,R,1,230,0.6087,0.488,77.6524,59.2514
3.0,1,10,R,2,230,0.5565,0.4261,171.4946,111.3358
3.0,1,10,R,3,230,0.5391,0.3809,244.1446,140.597
3.0,1,10,RC,1,160,0.575,0.4943,130.3925,105.4545
3.0,1,10,RC,2,160,0.8063,0.285,355.1985,123.0382
3.0,1,10,RC,3,160,0.6667,0.2814,454.23,176.3558
3.0,1,15,C,1,170,0.7588,0.4278,110.0723,74.1053
3.0,1,15,C,2,170,0.8206,0.3142,241.122,119.8288
3.0,1,15,C,3,170,0.8275,0.2404,372.3844,140.193
3.0,1,15,R,1,230,0.4652,0.4988,73.664,67.8305
3.0,1,15,R,2,230,0.5065,0.4336,177.7143,122.2417
3.0,1,15,R,3,230,0.4174,0.4049,193.3821,152.7489
3.0,1,15,RC,1,160,0.5188,0.4996,116.4391,106.6493
3.0,1,15,RC,2,160,0.525,0.4176,236.8054,179.9536
3.0,1,15,RC,3,160,0.5125,0.3289,354.747,212.2867
3.0,1,25,C,2,170,0.7324,0.3393,264.2458,136.8118
3.0,1,25,C,4,170,0.7235,0.2237,482.0823,150.1387
3.0,1,25,C,6,170,0.7167,0.2431,655.9697,237.0819
3.0,1,25,R,2,230,0.5,0.417,182.5242,131.2744
3.0,1,25,R,4,230,0.4696,0.3747,354.5563,229.0045
3.0,1,25,R,6,230,0.4884,0.3539,518.3439,294.1071
3.0,1,25,RC,2,160,0.4781,0.4045,225.1339,176.309
3.0,1,25,RC,4,160,0.4781,0.3573,463.8206,327.3858
3.0,1,25,RC,6,160,0.4979,0.3599,704.3224,474.7751
5.0,1,10,C,1,170,0.8294,0.3761,191.2596,105.5138
5.0,1,10,C,2,170,0.9324,0.171,423.7911,138.8539
5.0,1,10,C,3,170,0.8882,0.1877,595.5067,140.0671
5.0,1,10,R,1,230,0.6087,0.488,125.7995,102.0228
5.0,1,10,R,2,230,0.5565,0.4261,274.5825,194.161
5.0,1,10,R,3,230,0.5348,0.3826,388.4843,246.6304
5.0,1,10,RC,1,160,0.575,0.4943,214.1987,178.6036
5.0,1,10,RC,2,160,0.8063,0.285,590.3326,207.3979
5.0,1,10,RC,3,160,0.6667,0.2814,751.7127,297.6846
5.0,1,15,C,1,170,0.7588,0.4278,181.5195,125.8043
5.0,1,15,C,2,170,0.8206,0.3142,399.8152,202.497
5.0,1,15,C,3,170,0.8275,0.2404,617.6869,236.1592
5.0,1,15,R,1,230,0.4652,0.4988,117.4196,116.6619
5.0,1,15,R,2,230,0.5065,0.4336,281.4582,211.4475
5.0,1,15,R,3,230,0.4174,0.4049,304.8045,263.2655
5.0,1,15,RC,1,160,0.5188,0.4996,191.2641,180.0552
5.0,1,15,RC,2,160,0.525,0.4176,389.9641,303.7516
5.0,1,15,RC,3,160,0.5125,0.3289,583.1431,357.9795
5.0,1,25,C,2,170,0.7324,0.3393,435.8248,231.6448
5.0,1,25,C,4,170,0.7235,0.2237,795.0783,256.1927
5.0,1,25,C,6,170,0.7167,0.2431,1084.7141,399.868
5.0,1,25,R,2,230,0.5,0.417,292.8191,223.8678
5.0,1,25,R,4,230,0.4685,0.3757,564.0852,397.4979
5.0,1,25,R,6,230,0.4884,0.3539,826.892,512.1705
5.0,1,25,RC,2,160,0.4781,0.4045,370.1557,297.3428
5.0,1,25,RC,4,160,0.4781,0.3573,762.0265,552.112
5.0,1,25,RC,6,160,0.4979,0.3599,1156.2651,803.9371
