LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.75,10,10,R,2,230,0.6587,0.3698,50.916,23.6303
0.75,10,10,R,3,230,0.6275,0.3361,74.8779,28.7597
0.75,10,10,RC,1,160,0.5813,0.4934,35.5777,24.0312
0.75,10,10,RC,2,160,0.8094,0.2843,90.5915,28.4899
0.75,10,10,RC,3,160,0.675,0.2837,119.2447,40.8056
0.75,10,15,C,1,170,0.7706,0.4205,29.5551,16.8993
0.75,10,15,C,2,170,0.8294,0.3025,62.5623,27.6522
0.75,10,15,C,3,170,0.8314,0.2405,95.9727,32.9638
0.75,10,15,R,1,230,0.513,0.4998,23.9346,15.4133
0.75,10,15,R,2,230,0.5957,0.4112,56.0406,27.7884
0.75,10,15,R,3,230,0.4928,0.3928,65.3507,32.8858
0.75,10,15,RC,1,160,0.5312,0.499,31.8471,24.9754
0.75,10,15,RC,2,160,0.5281,0.4155,64.495,41.622
0.75,10,15,RC,3,160,0.5208,0.3242,97.5538,49.7723
0.75,10,25,C,2,170,0.7353,0.3394,71.1322,31.4884
0.75,10,25,C,4,170,0.7309,0.222,129.7158,33.2234
0.75,10,25,C,6,170,0.7216,0.2417,173.295,54.8866
0.75,10,25,R,2,230,0.5565,0.4158,56.1865,29.4362
0.75,10,25,R,4,230,0.5359,0.3605,112.7968,45.5098
0.75,10,25,R,6,230,0.55,0.3268,163.7133,56.0347
0.75,10,25,RC,2,160,0.4781,0.4045,62.03,41.169
0.75,10,25,RC,4,160,0.4828,0.357,128.4794,75.4494
0.75,10,25,RC,6,160,0.5052,0.3538,193.9149,106.5594
1.0,10,10,C,1,170,0.8471,0.3599,39.4527,19.6036
1.0,10,10,C,2,170,0.9324,0.171,85.6984,26.4073
1.0,10,10,C,3,170,0.902,0.1831,123.3498,24.8914
1.0,10,10,R,1,230,0.6174,0.486,29.3977,17.8551
1.0,10,10,R,2,230,0.613,0.3904,65.4193,32.5161
1.0,10,10,R,3,230,0.5899,0.3439,95.3946,39.8523
1.0,10,10,RC,1,160,0.5813,0.4934,46.1465,32.883
1.0,10,10,RC,2,160,0.8063,0.285,120.0644,38.93
1.0,10,10,RC,3,160,0.675,0.2837,156.8471,55.8014
1.0,10,15,C,1,170,0.7588,0.4278,38.625,23.0505
1.0,10,15,C,2,170,0.8206,0.3142,82.4287,37.6551
1.0,10,15,C,3,170,0.8294,0.2405,126.7242,44.6795
1.0,10,15,R,1,230,0.4783,0.4995,29.7071,20.6416
1.0,10,15,R,2,230,0.5609,0.4178,71.1348,37.955
1.0,10,15,R,3,230,0.4391,0.3968,81.0825,45.2531
1.0,10,15,RC,1,160,0.5312,0.499,41.3922,33.9171
1.0,10,15,RC,2,160,0.5281,0.4155,83.7562,56.7232
1.0,10,15,RC,3,160,0.5167,0.3245,126.4304,67.4382
1.0,10,25,C,2,170,0.7324,0.3393,92.6668,42.8071
1.0,10,25,C,4,170,0.7235,0.2237,169.0503,45.4362
1.0,10,25,C,6,170,0.7196,0.2415,227.0502,74.8734
1.0,10,25,R,2,230,0.5283,0.42,71.048,40.4871
1.0,10,25,R,4,230,0.4978,0.3604,141.6851,64.6643
1.0,10,25,R,6,230,0.5188,0.335,206.4523,80.4035
1.0,10,25,RC,2,160,0.4781,0.4045,80.1577,55.884
1.0,10,25,RC,4,160,0.4797,0.3568,165.9251,103.1253
1.0,10,25,RC,6,160,0.5052,0.3538,251.3226,146.7694
1.5,10,10,C,1,170,0.8412,0.3655,58.5425,30.1298
1.5,10,10,C,2,170,0.9324,0.171,127.96,40.3581
1.5,10,10,C,3,170,0.898,0.1845,182.9079,38.5871
1.5,10,10,R,1,230,0.6087,0.488,41.5422,27.7902
1.5,10,10,R,2,230,0.5957,0.4005,92.9981,51.111
1.5,10,10,R,3,230,0.5652,0.3616,133.9255,63.5373
1.5,10,10,RC,1,160,0.5813,0.4934,67.2842,50.9003
1.5,10,10,RC,2,160,0.8063,0.285,178.848,59.8755
1.5,10,10,RC,3,160,0.6708,0.2813,231.7122,85.8077
1.5,10,15,C,1,170,0.7588,0.4278,56.4869,35.602
1.5,10,15,C,2,170,0.8206,0.3142,122.102,58.0372
1.5,10,15,C,3,170,0.8294,0.2405,188.2008,68.4239
1.5,10,15,R,1,230,0.4739,0.4993,40.8787,31.9312
1.5,10,15,R,2,230,0.5391,0.4204,99.6497,58.5804
1.5,10,15,R,3,230,0.4275,0.3985,109.958,71.1223
1.5,10,15,RC,1,160,0.525,0.4994,60.3002,51.9658
1.5,10,15,RC,2,160,0.5281,0.4155,122.2788,87.2571
1.5,10,15,RC,3,160,0.5125,0.3289,183.8502,103.0869
1.5,10,25,C,2,170,0.7324,0.3393,135.5616,66.0369
1.5,10,25,C,4,170,0.7235,0.2237,247.3353,71.1444
1.5,10,25,C,6,170,0.7176,0.2432,334.3982,115.2229
1.5,10,25,R,2,230,0.5174,0.4167,99.7455,62.9229
1.5,10,25,R,4,230,0.4902,0.3636,196.7998,104.1685
1.5,10,25,R,6,230,0.5007,0.3463,287.2483,131.8083
1.5,10,25,RC,2,160,0.4781,0.4045,116.4132,85.7671
1.5,10,25,RC,4,160,0.4781,0.3573,240.5704,158.866
1.5,10,25,RC,6,160,0.5,0.3579,365.4164,227.8329
2.0,10,10,C,1,170,0.8412,0.3655,77.5944,40.7515
2.0,10,10,C,2,170,0.9324,0.171,170.2216,54.3853
2.0,10,10,C,3,170,0.8941,0.1858,242.2332,52.6103
2.0,10,10,R,1,230,0.6087,0.488,53.5789,38.1209
2.0,10,10,R,2,230,0.5783,0.4096,120.0776,70.5033
2.0,10,10,R,3,230,0.5493,0.3746,171.2717,88.494
2.0,10,10,RC,1,160,0.5813,0.4934,88.4219,69.0627
2.0,10,10,RC,2,160,0.8063,0.285,237.6315,80.9036
2.0,10,10,RC,3,160,0.6688,0.2826,306.422,115.968
2.0,10,15,C,1,170,0.7588,0.4278,74.3487,48.3694
2.0,10,15,C,2,170,0.8206,0.3142,161.7753,78.5831
2.0,10,15,C,3,170,0.8294,0.2405,249.6773,92.3378
2.0,10,15,R,1,230,0.4696,0.4991,51.9405,43.7254
2.0,10,15,R,2,230,0.5326,0.4197,127.3395,79.5651
2.0,10,15,R,3,230,0.4275,0.3985,138.5317,97.7478
2.0,10,15,RC,1,160,0.5188,0.4996,79.0267,70.1083
2.0,10,15,RC,2,160,0.525,0.4176,160.747,117.9478
2.0,10,15,RC,3,160,0.5125,0.3289,240.9492,139.2047
2.0,10,25,C,2,170,0.7324,0.3393,178.4563,89.5425
2.0,10,25,C,4,170,0.7235,0.2237,325.5843,97.3392
2.0,10,25,C,6,170,0.7167,0.2431,441.5975,155.7907
2.0,10,25,R,2,230,0.5109,0.4156,128.0406,85.5827
2.0,10,25,R,4,230,0.4826,0.366,251.1812,144.7421
2.0,10,25,R,6,230,0.4978,0.348,366.2837,184.6083
2.0,10,25,RC,2,160,0.4781,0.4045,152.6686,115.8644
2.0,10,25,RC,4,160,0.4781,0.3573,315.1218,214.8549
2.0,10,25,RC,6,160,0.499,0.3591,478.8928,309.5945
3.0,10,10,C,1,170,0.8294,0.3761,115.6427,62.1435
3.0,10,10,C,2,170,0.9324,0.171,254.7448,82.5131
3.0,10,10,C,3,170,0.8882,0.1877,360.3392,81.2332
3.0,10,10,R,1,230,0.6087,0.488,77.6524,59.2514
3.0,10,10,R,2,230,0.5652,0.4197,172.74,110.5319
3.0,10,10,R,3,230,0.5449,0.379,244.7262,140.2413
3.0,10,10,RC,1,160,0.5813,0.4934,130.6973,105.5232
3.0,10,10,RC,2,160,0.8063,0.285,355.1985,123.0382
3.0,10,10,RC,3,160,0.6667,0.2814,455.1886,176.2771
3.0,10,15,C,1,170,0.7588,0.4278,110.0723,74.1053
3.0,10,15,C,2,170,0.8206,0.3142,241.122,119.8288
3.0,10,15,C,3,170,0.8275,0.2404,372.3844,140.193
3.0,10,15,R,1,230,0.4696,0.4991,74.0281,67.8847
3.0,10,15,R,2,230,0.5196,0.4256,181.2853,122.3657
3.0,10,15,R,3,230,0.4217,0.4022,195.3716,151.8324
3.0,10,15,RC,1,160,0.5188,0.4996,116.4391,106.6493
3.0,10,15,RC,2,160,0.525,0.4176,237.3264,179.5939
3.0,10,15,RC,3,160,0.5125,0.3289,355.1473,211.8089
3.0,10,25,C,2,170,0.7324,0.3393,264.2458,136.8118
3.0,10,25,C,4,170,0.7235,0.2237,482.0823,150.1387
3.0,10,25,C,6,170,0.7167,0.2431,655.9697,237.0819
3.0,10,25,R,2,230,0.5022,0.4157,183.8978,131.3511
3.0,10,25,R,4,230,0.4761,0.3708,358.683,226.8235
3.0,10,25,R,6,230,0.4949,0.349,523.5998,291.5711
3.0,10,25,RC,2,160,0.4781,0.4045,225.1795,176.2623
3.0,10,25,RC,4,160,0.4781,0.3573,464.2248,327.0731
3.0,10,25,RC,6,160,0.4979,0.3599,705.1044,473.8572
5.0,10,10,C,1,170,0.8294,0.3761,191.2596,105.5138
5.0,10,10,C,2,170,0.9324,0.171,423.7911,138.8539
5.0,10,10,C,3,170,0.8882,0.1877,595.5067,140.0671
5.0,10,10,R,1,230,0.6087,0.488,125.7995,102.0228
5.0,10,10,R,2,230,0.5652,0.4197,277.2267,192.2538
5.0,10,10,R,3,230,0.5406,0.3795,390.6783,245.8222
5.0,10,10,RC,1,160,0.575,0.4943,214.524,178.4972
5.0,10,10,RC,2,160,0.8063,0.285,590.3326,207.3979
5.0,10,10,RC,3,160,0.6667,0.2814,752.6713,297.4266
5.0,10,15,C,1,170,0.7588,0.4278,181.5195,125.8043
5.0,10,15,C,2,170,0.8206,0.3142,399.8152,202.497
5.0,10,15,C,3,170,0.8275,0.2404,617.6869,236.1592
5.0,10,15,R,1,230,0.4652,0.4988,117.9679,116.6328
5.0,10,15,R,2,230,0.5065,0.4336,286.2313,209.982
5.0,10,15,R,3,230,0.4217,0.4022,307.9689,261.4838
5.0,10,15,RC,1,160,0.5188,0.4996,191.2641,180.0552
5.0,10,15,RC,2,160,0.525,0.4176,390.4851,303.2757
5.0,10,15,RC,3,160,0.5125,0.3289,583.5434,357.4423
5.0,10,25,C,2,170,0.7324,0.3393,435.8248,231.6448
5.0,10,25,C,4,170,0.7235,0.2237,795.0783,256.1927
5.0,10,25,C,6,170,0.7167,0.2431,1084.7141,399.868
5.0,10,25,R,2,230,0.5,0.417,294.6012,223.4081
5.0,10,25,R,4,230,0.4717,0.3734,570.4907,393.4813
5.0,10,25,R,6,230,0.492,0.3514,835.6883,507.0323
5.0,10,25,RC,2,160,0.4781,0.4045,370.2013,297.2929
5.0,10,25,RC,4,160,0.4781,0.3573,762.4306,551.7865
5.0,10,25,RC,6,160,0.4979,0.3599,1157.0472,802.9834
