LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.75,2.0,35,R,9,90,0.3753,0.2163,207.8526,83.8621
0.75,2.0,35,RC,3,10,0.5333,0.2211,122.7003,35.871
0.75,2.0,35,RC,6,10,0.4667,0.1453,215.8644,45.6833
0.75,2.0,35,RC,9,10,0.5,0.1139,352.1508,64.9506
1.0,2.0,30,C,2,130,0.5962,0.3402,74.4029,35.0751
1.0,2.0,30,C,4,130,0.6173,0.321,150.4184,61.3195
1.0,2.0,30,C,6,130,0.6346,0.2376,232.4411,66.1074
1.0,2.0,30,R,2,120,0.3542,0.3617,70.8921,47.3418
1.0,2.0,30,R,4,120,0.2708,0.2614,113.8466,65.3968
1.0,2.0,30,R,6,120,0.3417,0.2316,197.5922,99.4515
1.0,2.0,30,RC,2,80,0.525,0.4176,97.1528,63.3208
1.0,2.0,30,RC,4,80,0.6031,0.2613,229.4444,75.8928
1.0,2.0,30,RC,6,80,0.5729,0.1916,324.1674,91.1418
1.0,2.0,35,C,3,110,0.6636,0.313,125.109,48.4649
1.0,2.0,35,C,6,110,0.653,0.2271,249.86,65.3959
1.0,2.0,35,C,9,110,0.6232,0.2322,358.7392,97.89
1.0,2.0,35,R,3,90,0.263,0.2606,80.2697,48.334
1.0,2.0,35,R,6,90,0.3704,0.1822,199.754,61.1404
1.0,2.0,35,R,9,90,0.3049,0.2046,255.842,111.0878
1.0,2.0,35,RC,3,10,0.5333,0.2211,159.223,50.0249
1.0,2.0,35,RC,6,10,0.4667,0.1453,276.0729,61.4277
1.0,2.0,35,RC,9,10,0.5,0.1139,453.2775,91.0387
1.5,2.0,30,C,2,130,0.5962,0.3402,105.8849,54.3171
1.5,2.0,30,C,4,130,0.6077,0.3266,214.6081,96.6495
1.5,2.0,30,C,6,130,0.6282,0.2433,333.2931,105.0336
1.5,2.0,30,R,2,120,0.3167,0.3532,95.3516,71.0875
1.5,2.0,30,R,4,120,0.2354,0.2608,148.3007,96.6375
1.5,2.0,30,R,6,120,0.2889,0.2325,264.8157,143.8491
1.5,2.0,30,RC,2,80,0.525,0.4176,140.3333,98.6118
1.5,2.0,30,RC,4,80,0.6031,0.2613,334.1883,120.1919
1.5,2.0,30,RC,6,80,0.5729,0.1916,471.8362,140.8697
1.5,2.0,35,C,3,110,0.6546,0.3144,176.5196,74.8801
1.5,2.0,35,C,6,110,0.6485,0.2285,358.7223,103.324
1.5,2.0,35,C,9,110,0.6202,0.2352,514.0376,159.4362
1.5,2.0,35,R,3,90,0.237,0.2594,104.5101,70.1511
1.5,2.0,35,R,6,90,0.3204,0.2037,270.3643,92.953
1.5,2.0,35,R,9,90,0.2629,0.2018,336.6881,163.9026
1.5,2.0,35,RC,3,10,0.5333,0.2211,231.514,79.4941
1.5,2.0,35,RC,6,10,0.4667,0.1453,396.3595,93.4568
1.5,2.0,35,RC,9,10,0.5,0.1139,654.9156,144.4849
2.0,2.0,30,C,2,130,0.5962,0.3402,137.367,74.084
2.0,2.0,30,C,4,130,0.6058,0.325,278.2865,132.9692
2.0,2.0,30,C,6,130,0.6282,0.2433,433.6596,145.1415
2.0,2.0,30,R,2,120,0.2917,0.3511,118.5475,95.8213
2.0,2.0,30,R,4,120,0.2229,0.2638,180.3749,129.2979
2.0,2.0,30,R,6,120,0.2667,0.2321,326.1593,188.3721
2.0,2.0,30,RC,2,80,0.525,0.4176,183.5139,134.1475
2.0,2.0,30,RC,4,80,0.6031,0.2613,438.9321,164.793
2.0,2.0,30,RC,6,80,0.5729,0.1916,619.3446,191.0278
2.0,2.0,35,C,3,110,0.6515,0.3159,227.533,102.4432
2.0,2.0,35,C,6,110,0.6424,0.2279,466.7102,141.7592
2.0,2.0,35,C,9,110,0.6202,0.2361,668.7824,222.081
2.0,2.0,35,R,3,90,0.2259,0.2621,126.6626,92.9464
2.0,2.0,35,R,6,90,0.2963,0.2119,333.941,128.5682
2.0,2.0,35,R,9,90,0.237,0.1982,408.9146,215.5567
2.0,2.0,35,RC,3,10,0.5333,0.2211,303.6867,109.3218
2.0,2.0,35,RC,6,10,0.4667,0.1453,516.2578,125.6612
2.0,2.0,35,RC,9,10,0.5,0.1139,855.2943,198.5631
3.0,2.0,30,C,2,130,0.5962,0.3402,200.3311,114.0995
3.0,2.0,30,C,4,130,0.6058,0.325,405.6042,206.4
3.0,2.0,30,C,6,130,0.6282,0.2433,634.25,226.1556
3.0,2.0,30,R,2,120,0.2667,0.3472,160.2805,143.9476
3.0,2.0,30,R,4,120,0.2167,0.266,241.4298,197.0238
3.0,2.0,30,R,6,120,0.2472,0.2376,438.8815,278.6069
3.0,2.0,30,RC,2,80,0.525,0.4176,269.875,205.4449
3.0,2.0,30,RC,4,80,0.6031,0.2613,648.4199,254.265
3.0,2.0,30,RC,6,80,0.5729,0.1916,913.8729,291.635
3.0,2.0,35,C,3,110,0.6485,0.3141,329.3671,158.8387
3.0,2.0,35,C,6,110,0.6424,0.2279,682.1468,219.5684
3.0,2.0,35,C,9,110,0.6202,0.2361,978.1339,348.4604
3.0,2.0,35,R,3,90,0.2037,0.2662,167.2345,140.6568
3.0,2.0,35,R,6,90,0.263,0.229,449.64,205.7201
3.0,2.0,35,R,9,90,0.2123,0.206,539.9342,320.4898
3.0,2.0,35,RC,3,10,0.5333,0.2211,448.0319,169.1988
3.0,2.0,35,RC,6,10,0.4667,0.1453,756.0484,190.3812
3.0,2.0,35,RC,9,10,0.5,0.1139,1255.9196,306.9225
5.0,2.0,30,C,2,130,0.5962,0.3402,326.2594,194.6675
5.0,2.0,30,C,4,130,0.6058,0.325,660.2395,354.1508
5.0,2.0,30,C,6,130,0.6282,0.2433,1035.2951,389.0731
5.0,2.0,30,R,2,120,0.2583,0.3475,237.8475,241.4617
5.0,2.0,30,R,4,120,0.2125,0.2674,360.8843,336.3536
5.0,2.0,30,R,6,120,0.2445,0.2376,654.7558,464.4337
5.0,2.0,30,RC,2,80,0.525,0.4176,442.5973,348.2956
5.0,2.0,30,RC,4,80,0.6031,0.2613,1067.3953,433.5083
5.0,2.0,30,RC,6,80,0.5729,0.1916,1502.26,493.9265
5.0,2.0,35,C,3,110,0.6485,0.3141,532.1889,272.9402
5.0,2.0,35,C,6,110,0.6424,0.2279,1113.0199,376.1305
5.0,2.0,35,C,9,110,0.6202,0.2361,1596.8289,602.1878
5.0,2.0,35,R,3,90,0.1815,0.2683,237.5888,238.4155
5.0,2.0,35,R,6,90,0.2426,0.2359,651.8659,373.6732
5.0,2.0,35,R,9,90,0.1951,0.2142,771.3716,541.8088
5.0,2.0,35,RC,3,10,0.5333,0.2211,736.7225,289.1961
5.0,2.0,35,RC,6,10,0.4667,0.1453,1235.5298,320.1943
5.0,2.0,35,RC,9,10,0.5,0.1139,2057.1702,523.924
