LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.5,2.0,30,C,2,130,0.6885,0.3355,41.1819,17.0428
0.5,2.0,30,C,4,130,0.7173,0.2832,81.3965,28.6846
0.5,2.0,30,C,6,130,0.7372,0.1971,125.5322,29.0639
0.5,2.0,30,R,2,120,0.4833,0.359,40.8189,23.8286
0.5,2.0,30,R,4,120,0.3979,0.2914,70.3318,33.2338
0.5,2.0,30,R,6,120,0.4403,0.2677,116.3344,51.9
0.5,2.0,30,RC,2,80,0.5625,0.4136,53.6141,28.9382
0.5,2.0,30,RC,4,80,0.6344,0.259,123.6354,33.1343
0.5,2.0,30,RC,6,80,0.5812,0.1918,175.7659,43.1062
0.5,2.0,35,C,3,110,0.8091,0.2561,68.421,22.9473
0.5,2.0,35,C,6,110,0.7364,0.2052,135.6856,28.4584
0.5,2.0,35,C,9,110,0.7142,0.1927,194.3428,42.6987
0.5,2.0,35,R,3,90,0.3852,0.2894,49.5074,25.362
0.5,2.0,35,R,6,90,0.4667,0.2022,114.4354,30.0852
0.5,2.0,35,R,9,90,0.437,0.2246,151.1124,55.5444
0.5,2.0,35,RC,3,10,0.5333,0.2211,86.1776,22.2075
0.5,2.0,35,RC,6,10,0.4833,0.1384,154.9233,30.5163
0.5,2.0,35,RC,9,10,0.5,0.1139,251.0211,39.5992
0.75,2.0,30,C,2,130,0.6192,0.3442,58.4317,25.9808
0.75,2.0,30,C,4,130,0.6558,0.3042,117.0251,44.58
0.75,2.0,30,C,6,130,0.6628,0.245,180.7224,47.2002
0.75,2.0,30,R,2,120,0.425,0.3574,56.9287,35.5864
0.75,2.0,30,R,4,120,0.3104,0.2776,93.6867,49.5627
0.75,2.0,30,R,6,120,0.3764,0.2495,159.0718,76.1916
0.75,2.0,30,RC,2,80,0.525,0.4176,75.5625,45.9439
0.75,2.0,30,RC,4,80,0.6094,0.2617,176.928,54.0777
0.75,2.0,30,RC,6,80,0.5729,0.1916,250.2773,66.7722
0.75,2.0,35,C,3,110,0.7121,0.3031,98.0034,35.6105
0.75,2.0,35,C,6,110,0.6833,0.2269,194.1737,46.593
0.75,2.0,35,C,9,110,0.6586,0.2107,279.0545,69.0683
0.75,2.0,35,R,3,90,0.3148,0.2693,66.1953,37.3437
0.75,2.0,35,R,6,90,0.4259,0.1878,159.2673,46.1696
