LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
3.0,1,10,RC,3,160,0.5937,0.3066,410.1552,191.068
3.0,1,15,C,1,170,0.7,0.4583,104.0018,77.5999
3.0,1,15,C,2,170,0.7882,0.3243,232.3117,117.5546
3.0,1,15,C,3,170,0.7863,0.2571,356.8548,140.3211
3.0,1,15,R,1,230,0.413,0.4924,65.9242,65.72
3.0,1,15,R,2,230,0.4565,0.4352,161.1372,123.5903
3.0,1,15,R,3,230,0.3739,0.3948,173.201,150.0857
3.0,1,15,RC,1,160,0.4125,0.4923,94.3753,103.7378
3.0,1,15,RC,2,160,0.4844,0.4162,220.569,180.1832
3.0,1,15,RC,3,160,0.4687,0.3381,326.6184,216.1876
3.0,1,25,C,2,170,0.6706,0.3477,242.9476,129.0193
3.0,1,25,C,4,170,0.6824,0.2452,455.9057,161.7059
3.0,1,25,C,6,170,0.6608,0.265,611.41,250.6904
3.0,1,25,R,2,230,0.4565,0.4277,169.3983,133.4223
3.0,1,25,R,4,230,0.4,0.3749,307.5348,234.0623
3.0,1,25,R,6,230,0.4275,0.3476,463.1151,290.031
3.0,1,25,RC,2,160,0.4125,0.3935,197.3002,172.7339
3.0,1,25,RC,4,160,0.4156,0.3353,409.8953,311.8873
3.0,1,25,RC,6,160,0.4188,0.3545,604.8582,469.1446
5.0,1,10,C,1,170,0.8176,0.3861,188.6185,106.8462
5.0,1,10,C,2,170,0.9059,0.1954,412.2929,144.041
5.0,1,10,C,3,170,0.8706,0.2114,585.6787,153.2092
5.0,1,10,R,1,230,0.5826,0.4931,122.5586,102.7226
5.0,1,10,R,2,230,0.5065,0.4336,252.4195,196.5662
5.0,1,10,R,3,230,0.4942,0.3916,359.8331,250.0914
5.0,1,10,RC,1,160,0.5625,0.4961,209.239,178.8306
5.0,1,10,RC,2,160,0.7188,0.3477,533.637,249.643
5.0,1,10,RC,3,160,0.5937,0.3066,674.7056,323.2068
5.0,1,15,C,1,170,0.7,0.4583,171.0089,131.8054
5.0,1,15,C,2,170,0.7882,0.3243,383.9877,198.8048
5.0,1,15,C,3,170,0.7863,0.2571,590.5655,236.7155
5.0,1,15,R,1,230,0.413,0.4924,104.282,113.0379
5.0,1,15,R,2,230,0.4565,0.4352,253.7049,212.5543
5.0,1,15,R,3,230,0.3739,0.3948,271.5789,257.3419
5.0,1,15,RC,1,160,0.4125,0.4923,153.6352,175.3415
5.0,1,15,RC,2,160,0.4844,0.4162,362.3231,303.8647
5.0,1,15,RC,3,160,0.4687,0.3381,534.865,364.9594
5.0,1,25,C,2,170,0.6706,0.3477,398.2094,218.9317
5.0,1,25,C,4,170,0.6824,0.2452,750.6612,275.3669
5.0,1,25,C,6,170,0.6608,0.265,1007.6816,423.4651
5.0,1,25,R,2,230,0.4565,0.4277,269.2419,227.6768
5.0,1,25,R,4,230,0.3989,0.3757,484.7014,402.987
5.0,1,25,R,6,230,0.4268,0.3483,729.3526,504.9308
5.0,1,25,RC,2,160,0.4125,0.3935,323.2162,291.1714
5.0,1,25,RC,4,160,0.4156,0.3353,670.0365,524.3744
5.0,1,25,RC,6,160,0.4188,0.3545,986.9404,792.2027
