instance,size,class,level,seed_idx,status,objective,n_emergencies,n_outsourced,n_outsourced_infeasible,n_outsourced_economic,n_inserted,frac_outsourced,outsourcing,tw_penalty,completion_penalty,W,LAMBDA,PI_S,PI_C
010_C101,10,C,1,0,OPTIMAL,6.4458,1,0,0,0,1,0.0,0.0,0.0,6.4458,80,2.0,1,1.0
010_C101,10,C,1,1,OPTIMAL,2.8206,1,0,0,0,1,0.0,0.0,0.0,2.8206,80,2.0,1,1.0
010_C101,10,C,1,2,OPTIMAL,80.3735,1,1,1,0,0,1.0,80.3735,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,1,3,OPTIMAL,115.3846,1,1,1,0,0,1.0,115.3846,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,1,4,OPTIMAL,121.8107,1,1,1,0,0,1.0,121.8107,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,1,5,OPTIMAL,147.1087,1,1,1,0,0,1.0,147.1087,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,1,6,OPTIMAL,34.8271,1,1,1,0,0,1.0,34.8271,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,1,7,OPTIMAL,74.9569,1,1,1,0,0,1.0,74.9569,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,1,8,OPTIMAL,71.3423,1,1,1,0,0,1.0,71.3423,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,1,9,OPTIMAL,64.0891,1,1,1,0,0,1.0,64.0891,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,2,0,OPTIMAL,242.4633,2,2,2,0,0,1.0,242.4633,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,2,1,OPTIMAL,230.8121,2,2,2,0,0,1.0,230.8121,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,2,2,OPTIMAL,150.2687,2,2,2,0,0,1.0,150.2687,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,2,3,OPTIMAL,49.7179,2,1,1,0,1,0.5,48.5465,0.0,1.1714,80,2.0,1,1.0
010_C101,10,C,2,4,OPTIMAL,192.106,2,2,2,0,0,1.0,192.106,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,2,5,OPTIMAL,69.3789,2,1,1,0,1,0.5,63.7479,0.0,5.631,80,2.0,1,1.0
010_C101,10,C,2,6,OPTIMAL,221.9369,2,2,2,0,0,1.0,221.9369,0.0,0.0,80,2.0,1,1.0
010_C101,10,C,2,7,OPTIMAL,120.7824,2,2,2,0,0,1.0,120.7824,0.0,0.0,80,2.0,1,1.0
