instance,size,class,level,seed_idx,status,objective,n_emergencies,n_outsourced,n_outsourced_infeasible,n_outsourced_economic,n_inserted,frac_outsourced,outsourcing,tw_penalty,completion_penalty,W,LAMBDA,PI_S,PI_C
010_C101,10,C,1,0,OPTIMAL,25.108,1,1,1,0,0,1.0,25.108,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,1,1,OPTIMAL,28.2329,1,1,1,0,0,1.0,28.2329,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,1,2,OPTIMAL,40.1867,1,1,1,0,0,1.0,40.1867,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,1,3,OPTIMAL,57.6923,1,1,1,0,0,1.0,57.6923,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,1,4,OPTIMAL,60.9054,1,1,1,0,0,1.0,60.9054,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,1,5,OPTIMAL,73.5544,1,1,1,0,0,1.0,73.5544,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,1,6,OPTIMAL,17.4135,1,1,1,0,0,1.0,17.4135,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,1,7,OPTIMAL,37.4784,1,1,1,0,0,1.0,37.4784,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,1,8,OPTIMAL,35.6712,1,1,1,0,0,1.0,35.6712,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,1,9,OPTIMAL,32.0445,1,1,1,0,0,1.0,32.0445,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,2,0,OPTIMAL,121.2316,2,2,2,0,0,1.0,121.2316,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,2,1,OPTIMAL,115.4061,2,2,2,0,0,1.0,115.4061,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,2,2,OPTIMAL,75.1344,2,2,2,0,0,1.0,75.1344,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,2,3,OPTIMAL,64.0528,2,2,2,0,0,1.0,64.0528,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,2,4,OPTIMAL,96.053,2,2,2,0,0,1.0,96.053,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,2,5,OPTIMAL,52.6751,2,2,2,0,0,1.0,52.6751,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,2,6,OPTIMAL,110.9684,2,2,2,0,0,1.0,110.9684,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,2,7,OPTIMAL,60.3912,2,2,2,0,0,1.0,60.3912,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,2,8,OPTIMAL,58.725,2,2,2,0,0,1.0,58.725,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,2,9,OPTIMAL,122.757,2,2,2,0,0,1.0,122.757,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,3,0,OPTIMAL,150.3293,3,3,3,0,0,1.0,150.3293,0.0,0.0,60,1.0,10,1.0
010_C101,10,C,3,1,OPTIMAL,131.7387,3,3,3,0,0,1.0,131.7387,0.0,0.0,60,1.0,10,1.0
